Price,Open,High,Low,Close,Volume
Ticker,EXLS,EXLS,EXLS,EXLS,EXLS
Date,,,,,
2024-01-01 19:00:00-05:00,30.68000030517578,30.770000457763672,30.06999969482422,30.579999923706055,970600
2024-01-02 19:00:00-05:00,30.530000686645508,30.65999984741211,29.940000534057617,29.989999771118164,1082300
2024-01-03 19:00:00-05:00,30.200000762939453,30.200000762939453,29.799999237060547,29.8799991607666,695600
2024-01-04 19:00:00-05:00,29.6200008392334,29.979999542236328,29.59000015258789,29.6299991607666,533600
2024-01-07 19:00:00-05:00,29.639999389648438,30.219999313354492,29.6200008392334,30.15999984741211,827900
2024-01-08 19:00:00-05:00,29.809999465942383,30.149999618530273,29.649999618530273,30.020000457763672,585800
2024-01-09 19:00:00-05:00,30.1200008392334,30.389999389648438,29.950000762939453,30.3700008392334,476600
2024-01-10 19:00:00-05:00,30.270000457763672,30.639999389648438,30.0,30.559999465942383,621200
2024-01-11 19:00:00-05:00,30.770000457763672,31.190000534057617,30.729999542236328,30.860000610351562,545400
2024-01-15 19:00:00-05:00,30.649999618530273,31.010000228881836,30.530000686645508,30.700000762939453,606400
2024-01-16 19:00:00-05:00,31.260000228881836,31.770000457763672,30.780000686645508,31.700000762939453,1135700
2024-01-17 19:00:00-05:00,31.799999237060547,31.93000030517578,31.239999771118164,31.6200008392334,1080500
2024-01-18 19:00:00-05:00,31.68000030517578,32.540000915527344,31.68000030517578,32.5,759300
2024-01-21 19:00:00-05:00,32.779998779296875,33.08000183105469,32.560001373291016,33.0099983215332,737600
2024-01-22 19:00:00-05:00,33.33000183105469,33.400001525878906,32.540000915527344,32.95000076293945,753700
2024-01-23 19:00:00-05:00,33.279998779296875,33.290000915527344,32.52000045776367,32.54999923706055,685100
2024-01-24 19:00:00-05:00,32.810001373291016,32.90999984741211,32.130001068115234,32.369998931884766,815800
2024-01-25 19:00:00-05:00,32.540000915527344,32.70000076293945,32.27000045776367,32.290000915527344,516900
2024-01-28 19:00:00-05:00,32.099998474121094,32.650001525878906,32.08000183105469,32.58000183105469,641900
2024-01-29 19:00:00-05:00,32.529998779296875,32.70000076293945,32.02000045776367,32.099998474121094,529800
2024-01-30 19:00:00-05:00,32.08000183105469,32.22999954223633,31.219999313354492,31.280000686645508,701100
2024-01-31 19:00:00-05:00,31.450000762939453,31.940000534057617,31.079999923706055,31.940000534057617,594500
2024-02-01 19:00:00-05:00,31.600000381469727,31.649999618530273,30.450000762939453,30.829999923706055,839300
2024-02-04 19:00:00-05:00,30.5,30.809999465942383,30.270000457763672,30.59000015258789,1303500
2024-02-05 19:00:00-05:00,30.59000015258789,31.100000381469727,30.520000457763672,30.950000762939453,725700
2024-02-06 19:00:00-05:00,31.079999923706055,31.190000534057617,30.670000076293945,30.700000762939453,661100
2024-02-07 19:00:00-05:00,30.670000076293945,30.809999465942383,30.459999084472656,30.639999389648438,821800
