Price,Open,High,Low,Close,Volume
Ticker,KALU,KALU,KALU,KALU,KALU
Date,,,,,
2024-01-01 19:00:00-05:00,70.27999877929688,72.06999969482422,69.9800033569336,70.30000305175781,92700
2024-01-02 19:00:00-05:00,69.22000122070312,69.22000122070312,65.87000274658203,66.01000213623047,105800
2024-01-03 19:00:00-05:00,65.97000122070312,66.56999969482422,65.0999984741211,65.2300033569336,72900
2024-01-04 19:00:00-05:00,64.41000366210938,66.56999969482422,63.209999084472656,64.66000366210938,72000
2024-01-07 19:00:00-05:00,64.25,66.08000183105469,63.790000915527344,66.08000183105469,106100
2024-01-08 19:00:00-05:00,64.73999786376953,65.55000305175781,63.779998779296875,63.93000030517578,70500
2024-01-09 19:00:00-05:00,63.5099983215332,63.900001525878906,62.63999938964844,63.4900016784668,97700
2024-01-10 19:00:00-05:00,62.95000076293945,64.12999725341797,62.0,63.689998626708984,105500
2024-01-11 19:00:00-05:00,64.9800033569336,65.87000274658203,63.5099983215332,63.849998474121094,60800
2024-01-15 19:00:00-05:00,62.91999816894531,63.16999816894531,61.68000030517578,62.0,97400
2024-01-16 19:00:00-05:00,60.689998626708984,61.52000045776367,59.810001373291016,60.29999923706055,99800
2024-01-17 19:00:00-05:00,60.59000015258789,62.529998779296875,59.52000045776367,60.52000045776367,63700
2024-01-18 19:00:00-05:00,61.2400016784668,62.689998626708984,60.04999923706055,62.61000061035156,91400
2024-01-21 19:00:00-05:00,62.709999084472656,65.6500015258789,62.56999969482422,65.19000244140625,150200
2024-01-22 19:00:00-05:00,65.77999877929688,67.76000213623047,65.77999877929688,66.5999984741211,166100
2024-01-23 19:00:00-05:00,66.72000122070312,66.8499984741211,64.2300033569336,65.93000030517578,114500
2024-01-24 19:00:00-05:00,67.30000305175781,67.3499984741211,65.08000183105469,66.87000274658203,112100
2024-01-25 19:00:00-05:00,68.08999633789062,68.41999816894531,67.0199966430664,67.94000244140625,70500
2024-01-28 19:00:00-05:00,67.94000244140625,68.83000183105469,66.68000030517578,68.73999786376953,68100
2024-01-29 19:00:00-05:00,67.80999755859375,68.0,67.16000366210938,67.5,48800
2024-01-30 19:00:00-05:00,67.5999984741211,68.30000305175781,64.9000015258789,64.9000015258789,102500
2024-01-31 19:00:00-05:00,65.55000305175781,66.56999969482422,64.08999633789062,66.29000091552734,72600
2024-02-01 19:00:00-05:00,64.8499984741211,66.06999969482422,64.1500015258789,65.66000366210938,64700
2024-02-04 19:00:00-05:00,63.9900016784668,64.1500015258789,62.040000915527344,63.20000076293945,75900
2024-02-05 19:00:00-05:00,63.040000915527344,65.05999755859375,63.0099983215332,64.51000213623047,79200
2024-02-06 19:00:00-05:00,64.37999725341797,64.37999725341797,62.470001220703125,63.52000045776367,94500
2024-02-07 19:00:00-05:00,63.869998931884766,65.36000061035156,62.63999938964844,64.8499984741211,65500
2024-02-08 19:00:00-05:00,64.81999969482422,65.11000061035156,63.5,64.68000030517578,68900
2024-02-11 19:00:00-05:00,65.0999984741211,66.5199966430664,65.0999984741211,65.48999786376953,96600
2024-02-12 19:00:00-05:00,62.459999084472656,66.76000213623047,60.709999084472656,61.439998626708984,113500
2024-02-13 19:00:00-05:00,62.849998474121094,64.13999938964844,62.130001068115234,63.38999938964844,161200
2024-02-14 19:00:00-05:00,63.470001220703125,65.6500015258789,63.439998626708984,65.55000305175781,155500
