Price,Open,High,Low,Close,Volume
Ticker,BOLT,BOLT,BOLT,BOLT,BOLT
Date,,,,,
2024-01-01 19:00:00-05:00,1.1299999952316284,1.2200000286102295,1.1299999952316284,1.159999966621399,248000
2024-01-02 19:00:00-05:00,1.1399999856948853,1.2300000190734863,1.1399999856948853,1.2300000190734863,106400
2024-01-03 19:00:00-05:00,1.2100000381469727,1.2200000286102295,1.1799999475479126,1.190000057220459,54400
2024-01-04 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.149999976158142,1.190000057220459,43400
2024-01-07 19:00:00-05:00,1.1699999570846558,1.1799999475479126,1.1100000143051147,1.1399999856948853,52000
2024-01-08 19:00:00-05:00,1.149999976158142,1.190000057220459,1.1399999856948853,1.1749999523162842,85600
2024-01-09 19:00:00-05:00,1.1299999952316284,1.190000057220459,1.1299999952316284,1.1699999570846558,41000
2024-01-10 19:00:00-05:00,1.159999966621399,1.1799999475479126,1.1100000143051147,1.1399999856948853,58600
2024-01-11 19:00:00-05:00,1.1200000047683716,1.1699999570846558,1.1200000047683716,1.149999976158142,38800
2024-01-15 19:00:00-05:00,1.159999966621399,1.159999966621399,1.0800000429153442,1.0800000429153442,84900
2024-01-16 19:00:00-05:00,1.0700000524520874,1.1200000047683716,1.065999984741211,1.1150000095367432,34500
2024-01-17 19:00:00-05:00,1.1299999952316284,1.2300000190734863,1.1100000143051147,1.2200000286102295,114400
2024-01-18 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.1200000047683716,1.1200000047683716,110200
2024-01-21 19:00:00-05:00,1.1299999952316284,1.1699999570846558,1.0839999914169312,1.149999976158142,49000
2024-01-22 19:00:00-05:00,1.100000023841858,1.149999976158142,1.100000023841858,1.1299999952316284,31300
2024-01-23 19:00:00-05:00,1.100000023841858,1.1100000143051147,1.065000057220459,1.0800000429153442,73200
2024-01-24 19:00:00-05:00,1.090000033378601,1.1100000143051147,1.0800000429153442,1.090000033378601,15100
2024-01-25 19:00:00-05:00,1.090000033378601,1.1299999952316284,1.0700000524520874,1.0700000524520874,35900
2024-01-28 19:00:00-05:00,1.0499999523162842,1.1200000047683716,1.0499999523162842,1.100000023841858,100200
2024-01-29 19:00:00-05:00,1.100000023841858,1.1200000047683716,1.0390000343322754,1.0700000524520874,40700
2024-01-30 19:00:00-05:00,1.059999942779541,1.0700000524520874,1.0099999904632568,1.0099999904632568,137000
2024-01-31 19:00:00-05:00,1.0,1.1299999952316284,1.0,1.1100000143051147,198300
2024-02-01 19:00:00-05:00,1.100000023841858,1.1100000143051147,1.0399999618530273,1.100000023841858,81500
2024-02-04 19:00:00-05:00,1.0700000524520874,1.1100000143051147,1.059999942779541,1.090000033378601,62400
2024-02-05 19:00:00-05:00,1.0880000591278076,1.090000033378601,1.0099999904632568,1.0499999523162842,125800
2024-02-06 19:00:00-05:00,1.0499999523162842,1.059999942779541,1.0199999809265137,1.0299999713897705,36700
2024-02-07 19:00:00-05:00,1.0,1.090000033378601,1.0,1.059999942779541,73500
2024-02-08 19:00:00-05:00,1.0800000429153442,1.1100000143051147,1.059999942779541,1.090000033378601,94200
2024-02-11 19:00:00-05:00,1.090000033378601,1.1790000200271606,1.0499999523162842,1.0800000429153442,207000
2024-02-12 19:00:00-05:00,1.100000023841858,1.159999966621399,1.0499999523162842,1.0700000524520874,50500
2024-02-13 19:00:00-05:00,1.100000023841858,1.1299999952316284,1.059999942779541,1.100000023841858,39800
2024-02-14 19:00:00-05:00,1.100000023841858,1.1399999856948853,1.0800000429153442,1.1299999952316284,37000
2024-02-15 19:00:00-05:00,1.1299999952316284,1.2400000095367432,1.1100000143051147,1.2000000476837158,272800
2024-02-19 19:00:00-05:00,1.1699999570846558,1.2300000190734863,1.1399999856948853,1.149999976158142,103200
2024-02-20 19:00:00-05:00,1.1299999952316284,1.1720000505447388,1.1100000143051147,1.1349999904632568,81700
2024-02-21 19:00:00-05:00,1.1519999504089355,1.2100000381469727,1.1299999952316284,1.2100000381469727,85000
2024-02-22 19:00:00-05:00,1.1799999475479126,1.25,1.1799999475479126,1.2200000286102295,125800
2024-02-25 19:00:00-05:00,1.2000000476837158,1.25,1.2000000476837158,1.2200000286102295,80200
2024-02-26 19:00:00-05:00,1.2100000381469727,1.2289999723434448,1.149999976158142,1.2000000476837158,271800
2024-02-27 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.1799999475479126,1.190000057220459,80700
2024-02-28 19:00:00-05:00,1.190000057220459,1.190000057220459,1.1200000047683716,1.1399999856948853,166000
2024-02-29 19:00:00-05:00,1.1399999856948853,1.2400000095367432,1.1399999856948853,1.2100000381469727,245500
2024-03-03 19:00:00-05:00,1.2699999809265137,1.2899999618530273,1.2100000381469727,1.2699999809265137,276700
2024-03-04 19:00:00-05:00,1.3200000524520874,1.3200000524520874,1.2100000381469727,1.2300000190734863,149900
2024-03-05 19:00:00-05:00,1.2400000095367432,1.2699999809265137,1.1799999475479126,1.25,216200
2024-03-06 19:00:00-05:00,1.25,1.2860000133514404,1.222000002861023,1.25,69600
2024-03-07 19:00:00-05:00,1.25,1.3899999856948853,1.25,1.3300000429153442,377900
2024-03-10 20:00:00-04:00,1.309999942779541,1.3350000381469727,1.2599999904632568,1.2699999809265137,136200
2024-03-11 20:00:00-04:00,1.2999999523162842,1.309999942779541,1.25,1.2599999904632568,177900
2024-03-12 20:00:00-04:00,1.2599999904632568,1.2899999618530273,1.149999976158142,1.159999966621399,314800
2024-03-13 20:00:00-04:00,1.159999966621399,1.1799999475479126,1.100000023841858,1.100000023841858,185100
2024-03-14 20:00:00-04:00,1.100000023841858,1.149999976158142,1.0800000429153442,1.1100000143051147,134700
2024-03-17 20:00:00-04:00,1.1200000047683716,1.1699999570846558,1.100000023841858,1.1399999856948853,100400
2024-03-18 20:00:00-04:00,1.159999966621399,1.190000057220459,1.149999976158142,1.149999976158142,47100
2024-03-19 20:00:00-04:00,1.1699999570846558,1.1799999475479126,1.149999976158142,1.159999966621399,22900
2024-03-20 20:00:00-04:00,1.159999966621399,1.190000057220459,1.1430000066757202,1.159999966621399,26300
2024-03-21 20:00:00-04:00,1.159999966621399,1.2000000476837158,1.1399999856948853,1.2000000476837158,85900
2024-03-24 20:00:00-04:00,1.2000000476837158,1.2100000381469727,1.1799999475479126,1.2000000476837158,104800
2024-03-25 20:00:00-04:00,1.2100000381469727,1.2200000286102295,1.1699999570846558,1.190000057220459,97800
2024-03-26 20:00:00-04:00,1.190000057220459,1.2200000286102295,1.1799999475479126,1.2200000286102295,46900
2024-03-27 20:00:00-04:00,1.2200000286102295,1.465000033378601,1.2200000286102295,1.399999976158142,558000
2024-03-31 20:00:00-04:00,1.409999966621399,1.559999942779541,1.3600000143051147,1.5,331800
2024-04-01 20:00:00-04:00,1.440000057220459,1.4800000190734863,1.3600000143051147,1.399999976158142,237200
