Price,Open,High,Low,Close,Volume
Ticker,OMF,OMF,OMF,OMF,OMF
Date,,,,,
2024-01-01 19:00:00-05:00,48.70000076293945,49.779998779296875,48.5099983215332,49.400001525878906,686500
2024-01-02 19:00:00-05:00,48.790000915527344,48.900001525878906,47.86000061035156,48.279998779296875,801700
2024-01-03 19:00:00-05:00,48.34000015258789,48.689998626708984,47.93000030517578,47.97999954223633,751000
2024-01-04 19:00:00-05:00,47.81999969482422,49.369998931884766,47.29999923706055,48.95000076293945,923300
2024-01-07 19:00:00-05:00,49.18000030517578,49.61000061035156,48.849998474121094,49.29999923706055,700100
2024-01-08 19:00:00-05:00,48.61000061035156,49.220001220703125,48.47999954223633,49.220001220703125,664800
2024-01-09 19:00:00-05:00,49.72999954223633,49.959999084472656,49.34000015258789,49.86000061035156,1000800
2024-01-10 19:00:00-05:00,49.599998474121094,49.83000183105469,49.060001373291016,49.75,1067300
2024-01-11 19:00:00-05:00,50.0,50.02000045776367,48.099998474121094,48.189998626708984,958200
2024-01-15 19:00:00-05:00,47.84000015258789,47.970001220703125,46.9900016784668,47.27000045776367,879200
2024-01-16 19:00:00-05:00,46.349998474121094,46.720001220703125,44.939998626708984,45.369998931884766,1964200
2024-01-17 19:00:00-05:00,45.369998931884766,45.369998931884766,43.66999816894531,44.31999969482422,2238600
2024-01-18 19:00:00-05:00,44.650001525878906,45.27000045776367,43.91999816894531,45.06999969482422,1071600
2024-01-21 19:00:00-05:00,45.5,46.7400016784668,45.5,46.25,971800
2024-01-22 19:00:00-05:00,46.43000030517578,46.66999816894531,46.0099983215332,46.56999969482422,933100
2024-01-23 19:00:00-05:00,46.9900016784668,47.2599983215332,46.5,46.68000030517578,843100
2024-01-24 19:00:00-05:00,47.0,47.56999969482422,46.790000915527344,47.52000045776367,1166400
2024-01-25 19:00:00-05:00,47.709999084472656,48.65999984741211,47.709999084472656,48.470001220703125,792100
2024-01-28 19:00:00-05:00,48.4900016784668,48.880001068115234,48.25,48.779998779296875,574800
2024-01-29 19:00:00-05:00,48.790000915527344,48.9900016784668,48.61000061035156,48.93000030517578,728300
2024-01-30 19:00:00-05:00,48.630001068115234,49.220001220703125,47.59000015258789,47.599998474121094,897000
2024-01-31 19:00:00-05:00,47.79999923706055,48.22999954223633,46.599998474121094,47.869998931884766,815100
2024-02-01 19:00:00-05:00,47.369998931884766,47.83000183105469,47.13999938964844,47.529998779296875,418900
2024-02-04 19:00:00-05:00,47.09000015258789,47.81999969482422,46.689998626708984,47.2599983215332,1387800
2024-02-05 19:00:00-05:00,47.04999923706055,47.75,46.93000030517578,47.439998626708984,1309100
2024-02-06 19:00:00-05:00,46.86000061035156,47.31999969482422,44.27000045776367,44.869998931884766,2554600
2024-02-07 19:00:00-05:00,44.2599983215332,44.7599983215332,43.02000045776367,43.90999984741211,1803600
