Price,Open,High,Low,Close,Volume
Ticker,ETON,ETON,ETON,ETON,ETON
Date,,,,,
2024-01-01 19:00:00-05:00,4.300000190734863,4.630000114440918,4.300000190734863,4.590000152587891,83100
2024-01-02 19:00:00-05:00,4.639999866485596,4.639999866485596,4.480000019073486,4.630000114440918,28800
2024-01-03 19:00:00-05:00,4.559999942779541,4.840000152587891,4.559999942779541,4.639999866485596,71400
2024-01-04 19:00:00-05:00,4.590000152587891,4.599999904632568,4.340000152587891,4.340000152587891,232500
2024-01-07 19:00:00-05:00,4.440000057220459,5.110000133514404,4.440000057220459,5.03000020980835,213700
2024-01-08 19:00:00-05:00,5.050000190734863,5.070000171661377,4.650000095367432,4.929999828338623,40600
2024-01-09 19:00:00-05:00,4.960000038146973,4.960000038146973,4.739999771118164,4.860000133514404,52800
2024-01-10 19:00:00-05:00,4.849999904632568,4.849999904632568,4.670000076293945,4.739999771118164,54500
2024-01-11 19:00:00-05:00,4.730000019073486,4.929999828338623,4.309999942779541,4.369999885559082,240700
2024-01-15 19:00:00-05:00,4.340000152587891,4.570000171661377,4.039999961853027,4.090000152587891,120900
2024-01-16 19:00:00-05:00,4.099999904632568,4.289999961853027,4.050000190734863,4.139999866485596,50500
2024-01-17 19:00:00-05:00,4.139999866485596,4.21999979019165,3.9700000286102295,4.079999923706055,37100
2024-01-18 19:00:00-05:00,4.059999942779541,4.21999979019165,4.059999942779541,4.139999866485596,25900
2024-01-21 19:00:00-05:00,4.130000114440918,4.449999809265137,4.119999885559082,4.389999866485596,98000
2024-01-22 19:00:00-05:00,4.449999809265137,4.559999942779541,4.340000152587891,4.46999979019165,37000
2024-01-23 19:00:00-05:00,4.590000152587891,4.610000133514404,4.389999866485596,4.449999809265137,83000
2024-01-24 19:00:00-05:00,4.449999809265137,4.550000190734863,4.309999942779541,4.440000057220459,58100
2024-01-25 19:00:00-05:00,4.440000057220459,4.699999809265137,4.429999828338623,4.559999942779541,53800
2024-01-28 19:00:00-05:00,4.559999942779541,4.739999771118164,4.480000019073486,4.710000038146973,65200
2024-01-29 19:00:00-05:00,4.690000057220459,4.75,4.619999885559082,4.739999771118164,47800
2024-01-30 19:00:00-05:00,4.710000038146973,4.75,4.639999866485596,4.670000076293945,24300
2024-01-31 19:00:00-05:00,4.699999809265137,4.75,4.510000228881836,4.599999904632568,78200
2024-02-01 19:00:00-05:00,4.599999904632568,4.730000019073486,4.420000076293945,4.489999771118164,45400
2024-02-04 19:00:00-05:00,4.440000057220459,4.699999809265137,4.329999923706055,4.579999923706055,89900
2024-02-05 19:00:00-05:00,4.539999961853027,4.75,4.539999961853027,4.71999979019165,35900
2024-02-06 19:00:00-05:00,4.650000095367432,4.690000057220459,4.579999923706055,4.579999923706055,34100
2024-02-07 19:00:00-05:00,4.550000190734863,4.639999866485596,4.320000171661377,4.409999847412109,60300
2024-02-08 19:00:00-05:00,4.449999809265137,4.579999923706055,4.329999923706055,4.409999847412109,39400
2024-02-11 19:00:00-05:00,4.409999847412109,4.590000152587891,4.389999866485596,4.409999847412109,54800
2024-02-12 19:00:00-05:00,4.329999923706055,4.46999979019165,4.25,4.420000076293945,29300
2024-02-13 19:00:00-05:00,4.420000076293945,4.550000190734863,4.329999923706055,4.389999866485596,28400
2024-02-14 19:00:00-05:00,4.440000057220459,4.610000133514404,4.320000171661377,4.590000152587891,40200
2024-02-15 19:00:00-05:00,4.5,4.570000171661377,4.400000095367432,4.400000095367432,20700
2024-02-19 19:00:00-05:00,4.369999885559082,4.400000095367432,4.150000095367432,4.360000133514404,57600
2024-02-20 19:00:00-05:00,4.320000171661377,4.559999942779541,4.320000171661377,4.449999809265137,121700
2024-02-21 19:00:00-05:00,4.440000057220459,4.539999961853027,4.420000076293945,4.46999979019165,34100
2024-02-22 19:00:00-05:00,4.420000076293945,4.53000020980835,4.420000076293945,4.46999979019165,36300
2024-02-25 19:00:00-05:00,4.460000038146973,4.539999961853027,4.409999847412109,4.46999979019165,23200
2024-02-26 19:00:00-05:00,4.489999771118164,4.539999961853027,4.409999847412109,4.489999771118164,83100
2024-02-27 19:00:00-05:00,4.5,4.559999942779541,4.309999942779541,4.480000019073486,34600
2024-02-28 19:00:00-05:00,4.53000020980835,4.590000152587891,4.400000095367432,4.449999809265137,23700
2024-02-29 19:00:00-05:00,4.489999771118164,4.539999961853027,4.380000114440918,4.460000038146973,41600
2024-03-03 19:00:00-05:00,4.5,4.539999961853027,4.420000076293945,4.46999979019165,43100
2024-03-04 19:00:00-05:00,4.489999771118164,4.489999771118164,4.369999885559082,4.380000114440918,35500
