Price,Open,High,Low,Close,Volume
Ticker,ANIX,ANIX,ANIX,ANIX,ANIX
Date,,,,,
2024-01-01 19:00:00-05:00,3.9000000953674316,3.9700000286102295,3.859999895095825,3.930000066757202,87800
2024-01-02 19:00:00-05:00,3.950000047683716,4.0,3.819999933242798,3.9800000190734863,226300
2024-01-03 19:00:00-05:00,3.9800000190734863,4.199999809265137,3.8399999141693115,3.930000066757202,329200
2024-01-04 19:00:00-05:00,3.9000000953674316,4.099999904632568,3.799999952316284,3.930000066757202,126400
2024-01-07 19:00:00-05:00,3.859999895095825,4.289999961853027,3.859999895095825,4.21999979019165,130800
2024-01-08 19:00:00-05:00,4.190000057220459,4.210000038146973,3.940000057220459,4.059999942779541,138400
2024-01-09 19:00:00-05:00,4.050000190734863,4.53000020980835,4.050000190734863,4.429999828338623,271600
2024-01-10 19:00:00-05:00,4.46999979019165,4.5,4.159999847412109,4.46999979019165,160500
2024-01-11 19:00:00-05:00,4.429999828338623,4.5,4.309999942779541,4.389999866485596,103500
2024-01-15 19:00:00-05:00,4.539999961853027,5.03000020980835,4.539999961853027,5.019999980926514,613500
2024-01-16 19:00:00-05:00,4.989999771118164,5.0,4.550000190734863,4.590000152587891,337900
2024-01-17 19:00:00-05:00,4.53000020980835,5.130000114440918,4.480000019073486,4.929999828338623,471400
2024-01-18 19:00:00-05:00,4.940000057220459,5.090000152587891,4.800000190734863,4.960000038146973,158500
2024-01-21 19:00:00-05:00,4.909999847412109,5.03000020980835,4.75,4.849999904632568,141500
2024-01-22 19:00:00-05:00,4.849999904632568,5.0,4.78000020980835,4.900000095367432,168800
2024-01-23 19:00:00-05:00,4.909999847412109,4.940000057220459,4.739999771118164,4.78000020980835,98500
2024-01-24 19:00:00-05:00,4.789999961853027,4.789999961853027,4.25,4.53000020980835,174100
2024-01-25 19:00:00-05:00,4.449999809265137,4.550000190734863,4.320000171661377,4.380000114440918,104800
2024-01-28 19:00:00-05:00,4.369999885559082,4.670000076293945,4.369999885559082,4.440000057220459,94200
2024-01-29 19:00:00-05:00,4.440000057220459,4.489999771118164,4.25,4.289999961853027,64700
2024-01-30 19:00:00-05:00,4.269999980926514,4.579999923706055,4.25,4.539999961853027,236100
2024-01-31 19:00:00-05:00,4.599999904632568,4.699999809265137,4.489999771118164,4.579999923706055,97900
2024-02-01 19:00:00-05:00,4.590000152587891,4.679999828338623,4.539999961853027,4.599999904632568,73100
