Price,Open,High,Low,Close,Volume
Ticker,LGND,LGND,LGND,LGND,LGND
Date,,,,,
2024-01-01 19:00:00-05:00,71.48999786376953,73.58000183105469,71.18000030517578,72.30999755859375,92500
2024-01-02 19:00:00-05:00,71.73999786376953,72.31999969482422,69.5,70.04000091552734,76100
2024-01-03 19:00:00-05:00,70.33999633789062,72.02999877929688,68.80000305175781,70.36000061035156,103900
2024-01-04 19:00:00-05:00,69.58000183105469,71.95999908447266,68.95999908447266,70.83000183105469,136000
2024-01-07 19:00:00-05:00,73.77999877929688,75.1500015258789,71.54000091552734,74.3499984741211,161200
2024-01-08 19:00:00-05:00,73.30000305175781,74.98999786376953,73.0,73.44999694824219,176300
2024-01-09 19:00:00-05:00,73.2699966430664,73.73999786376953,72.26000213623047,73.54000091552734,104900
2024-01-10 19:00:00-05:00,72.8499984741211,72.8499984741211,70.9000015258789,72.19000244140625,134100
2024-01-11 19:00:00-05:00,73.19999694824219,74.33999633789062,71.75,72.5999984741211,64000
2024-01-15 19:00:00-05:00,71.87000274658203,71.94999694824219,70.87000274658203,71.06999969482422,88400
2024-01-16 19:00:00-05:00,69.9800033569336,71.98999786376953,67.52999877929688,70.86000061035156,106100
2024-01-17 19:00:00-05:00,71.26000213623047,71.7699966430664,69.9800033569336,71.2300033569336,85300
2024-01-18 19:00:00-05:00,71.5,72.6500015258789,70.58000183105469,72.5199966430664,95500
2024-01-21 19:00:00-05:00,72.83999633789062,74.0,72.5,73.38999938964844,117800
2024-01-22 19:00:00-05:00,74.16000366210938,74.19000244140625,72.38999938964844,73.55999755859375,83400
2024-01-23 19:00:00-05:00,74.19999694824219,74.66999816894531,72.86000061035156,74.16999816894531,76400
2024-01-24 19:00:00-05:00,74.79000091552734,76.66000366210938,73.0999984741211,75.29000091552734,99000
2024-01-25 19:00:00-05:00,75.55000305175781,76.66000366210938,75.20999908447266,76.44999694824219,89400
2024-01-28 19:00:00-05:00,76.37999725341797,76.37999725341797,74.0999984741211,75.05999755859375,75400
2024-01-29 19:00:00-05:00,74.6500015258789,74.6500015258789,73.41000366210938,73.91000366210938,72100
2024-01-30 19:00:00-05:00,73.79000091552734,74.4800033569336,73.05999755859375,73.0999984741211,82900
2024-01-31 19:00:00-05:00,73.61000061035156,74.25,71.94999694824219,74.16999816894531,75400
2024-02-01 19:00:00-05:00,73.3499984741211,74.80000305175781,73.31999969482422,74.54000091552734,68400
2024-02-04 19:00:00-05:00,74.20999908447266,75.31999969482422,73.30000305175781,74.72000122070312,78600
2024-02-05 19:00:00-05:00,74.22000122070312,75.76000213623047,73.41999816894531,75.30999755859375,179100
2024-02-06 19:00:00-05:00,75.11000061035156,75.11000061035156,74.06999969482422,74.51000213623047,122400
