Price,Open,High,Low,Close,Volume
Ticker,HOOK,HOOK,HOOK,HOOK,HOOK
Date,,,,,
2024-01-01 19:00:00-05:00,7.599999904632568,8.470000267028809,7.5,8.300000190734863,102220
2024-01-02 19:00:00-05:00,8.260000228881836,8.300000190734863,7.710000038146973,8.079999923706055,63170
2024-01-03 19:00:00-05:00,8.020000457763672,8.020000457763672,7.409999847412109,7.519999980926514,98170
2024-01-04 19:00:00-05:00,7.5,7.650000095367432,7.230000019073486,7.449999809265137,59470
2024-01-07 19:00:00-05:00,7.409999847412109,7.960000038146973,7.409999847412109,7.789999961853027,82950
2024-01-08 19:00:00-05:00,7.960000038146973,7.960000038146973,7.510000228881836,7.699999809265137,45890
2024-01-09 19:00:00-05:00,7.900000095367432,8.300000190734863,7.599999904632568,8.140000343322754,69250
2024-01-10 19:00:00-05:00,8.300000190734863,8.390000343322754,7.679999828338623,7.820000171661377,69330
2024-01-11 19:00:00-05:00,7.849999904632568,8.0,7.510000228881836,7.650000095367432,54670
2024-01-15 19:00:00-05:00,7.650000095367432,7.820000171661377,6.829999923706055,6.949999809265137,64810
2024-01-16 19:00:00-05:00,6.829999923706055,7.019999980926514,6.5,6.989999771118164,65690
2024-01-17 19:00:00-05:00,7.03000020980835,7.199999809265137,6.400000095367432,6.659999847412109,68490
2024-01-18 19:00:00-05:00,6.900000095367432,6.900000095367432,6.380000114440918,6.599999904632568,52550
2024-01-21 19:00:00-05:00,6.599999904632568,6.840000152587891,6.5,6.650000095367432,67930
2024-01-22 19:00:00-05:00,6.889999866485596,7.300000190734863,6.699999809265137,7.0,38240
2024-01-23 19:00:00-05:00,7.119999885559082,7.199999809265137,6.800000190734863,7.179999828338623,29160
2024-01-24 19:00:00-05:00,7.179999828338623,7.199999809265137,6.920000076293945,7.099999904632568,22820
2024-01-25 19:00:00-05:00,7.079999923706055,7.300000190734863,6.820000171661377,7.010000228881836,32160
2024-01-28 19:00:00-05:00,6.420000076293945,6.46999979019165,5.789999961853027,6.300000190734863,240570
2024-01-29 19:00:00-05:00,6.059999942779541,6.400000095367432,6.059999942779541,6.119999885559082,49600
