Price,Open,High,Low,Close,Volume
Ticker,SITM,SITM,SITM,SITM,SITM
Date,,,,,
2024-01-01 19:00:00-05:00,121.01000213623047,121.0199966430664,115.01000213623047,117.44000244140625,235100
2024-01-02 19:00:00-05:00,115.0,118.27999877929688,112.94000244140625,116.80000305175781,187400
2024-01-03 19:00:00-05:00,115.8499984741211,116.16000366210938,110.13999938964844,111.55999755859375,195600
2024-01-04 19:00:00-05:00,111.55999755859375,119.04000091552734,111.55999755859375,113.2300033569336,250900
2024-01-07 19:00:00-05:00,112.75,115.90799713134766,112.75,114.72000122070312,104000
2024-01-08 19:00:00-05:00,114.5,118.08000183105469,113.0,117.27999877929688,117600
2024-01-09 19:00:00-05:00,116.93000030517578,117.83000183105469,112.41999816894531,116.47000122070312,98900
2024-01-10 19:00:00-05:00,115.93000030517578,117.72000122070312,113.52999877929688,116.4800033569336,147600
2024-01-11 19:00:00-05:00,117.41000366210938,117.7300033569336,115.44000244140625,116.33999633789062,89300
2024-01-15 19:00:00-05:00,114.69000244140625,118.56999969482422,113.87000274658203,117.55000305175781,91600
2024-01-16 19:00:00-05:00,114.83999633789062,116.2249984741211,113.2300033569336,114.9000015258789,179100
2024-01-17 19:00:00-05:00,117.81999969482422,118.7699966430664,116.44000244140625,117.58000183105469,148000
2024-01-18 19:00:00-05:00,119.69000244140625,121.47000122070312,116.93000030517578,121.25,117200
2024-01-21 19:00:00-05:00,123.0,125.61499786376953,122.83000183105469,124.0,160600
2024-01-22 19:00:00-05:00,125.27999877929688,126.13999938964844,123.18000030517578,125.16999816894531,148800
2024-01-23 19:00:00-05:00,126.25,127.05000305175781,122.88999938964844,123.01000213623047,100400
2024-01-24 19:00:00-05:00,126.0,126.0,120.55000305175781,121.12999725341797,124700
2024-01-25 19:00:00-05:00,119.77999877929688,120.0199966430664,115.51000213623047,116.52999877929688,129000
2024-01-28 19:00:00-05:00,116.5999984741211,119.44999694824219,114.55000305175781,119.12000274658203,114100
2024-01-29 19:00:00-05:00,118.3499984741211,118.3499984741211,109.87000274658203,110.0,206200
2024-01-30 19:00:00-05:00,108.68000030517578,110.66000366210938,105.63999938964844,106.56999969482422,212900
2024-01-31 19:00:00-05:00,107.58000183105469,107.58000183105469,103.31999969482422,106.83000183105469,285600
2024-02-01 19:00:00-05:00,105.30999755859375,107.81500244140625,105.30999755859375,105.80999755859375,132400
2024-02-04 19:00:00-05:00,105.80999755859375,108.75,104.5199966430664,107.66999816894531,180200
2024-02-05 19:00:00-05:00,107.5199966430664,109.45999908447266,105.5999984741211,107.58999633789062,167700
2024-02-06 19:00:00-05:00,108.7300033569336,110.29000091552734,105.62999725341797,109.11000061035156,144800
2024-02-07 19:00:00-05:00,109.83000183105469,117.87999725341797,108.8499984741211,116.37000274658203,244200
2024-02-08 19:00:00-05:00,117.72000122070312,126.66000366210938,117.72000122070312,124.95999908447266,228500
2024-02-11 19:00:00-05:00,125.43000030517578,129.42999267578125,124.61000061035156,125.8499984741211,415500
2024-02-12 19:00:00-05:00,116.63999938964844,125.30500030517578,116.54000091552734,120.61000061035156,364100
2024-02-13 19:00:00-05:00,111.11000061035156,120.94999694824219,109.63999938964844,115.54000091552734,424400
2024-02-14 19:00:00-05:00,115.23999786376953,117.12000274658203,107.0,107.5999984741211,460000
2024-02-15 19:00:00-05:00,107.87000274658203,109.51000213623047,101.5,103.5199966430664,366300
2024-02-19 19:00:00-05:00,102.22000122070312,105.5999984741211,101.91999816894531,104.94000244140625,356500
2024-02-20 19:00:00-05:00,102.83000183105469,103.47000122070312,99.08000183105469,100.43000030517578,291800
2024-02-21 19:00:00-05:00,104.80999755859375,105.98999786376953,97.56500244140625,98.4000015258789,321900
