Price,Open,High,Low,Close,Volume
Ticker,ARDX,ARDX,ARDX,ARDX,ARDX
Date,,,,,
2024-01-01 19:00:00-05:00,6.139999866485596,6.239999771118164,5.945000171661377,6.050000190734863,5504200
2024-01-02 19:00:00-05:00,5.96999979019165,6.25,5.920000076293945,6.150000095367432,4727600
2024-01-03 19:00:00-05:00,6.144999980926514,6.235000133514404,6.079999923706055,6.079999923706055,4007000
2024-01-04 19:00:00-05:00,6.010000228881836,6.179999828338623,5.940000057220459,6.159999847412109,3501400
2024-01-07 19:00:00-05:00,6.5,8.25,6.460000038146973,8.180000305175781,26122200
2024-01-08 19:00:00-05:00,8.170000076293945,9.300000190734863,8.149999618530273,9.100000381469727,22381600
2024-01-09 19:00:00-05:00,9.180000305175781,9.380000114440918,8.720000267028809,9.079999923706055,11230000
2024-01-10 19:00:00-05:00,8.989999771118164,9.039999961853027,8.420000076293945,8.720000267028809,8457100
2024-01-11 19:00:00-05:00,8.8100004196167,9.170000076293945,8.720000267028809,9.029999732971191,6125500
2024-01-15 19:00:00-05:00,8.979999542236328,9.199999809265137,8.75,8.779999732971191,5974700
2024-01-16 19:00:00-05:00,8.600000381469727,8.6899995803833,8.329999923706055,8.520000457763672,5197700
2024-01-17 19:00:00-05:00,8.65999984741211,8.65999984741211,7.90500020980835,8.039999961853027,7473000
2024-01-18 19:00:00-05:00,8.119999885559082,8.430000305175781,7.989999771118164,8.279999732971191,6381500
2024-01-21 19:00:00-05:00,8.350000381469727,8.819999694824219,8.274999618530273,8.819999694824219,6592000
2024-01-22 19:00:00-05:00,9.0,9.0,8.25,8.65999984741211,4700700
2024-01-23 19:00:00-05:00,8.8100004196167,8.819999694824219,8.449999809265137,8.489999771118164,2876600
2024-01-24 19:00:00-05:00,8.5600004196167,8.970000267028809,8.529999732971191,8.890000343322754,4913700
2024-01-25 19:00:00-05:00,8.920000076293945,9.380000114440918,8.819999694824219,9.0600004196167,6184000
2024-01-28 19:00:00-05:00,9.069999694824219,9.449999809265137,9.0,9.4399995803833,4982600
2024-01-29 19:00:00-05:00,9.300000190734863,9.449999809265137,8.928999900817871,8.9399995803833,5083800
2024-01-30 19:00:00-05:00,8.899999618530273,9.178999900817871,8.699999809265137,8.729999542236328,5593400
2024-01-31 19:00:00-05:00,8.880000114440918,9.350000381469727,8.779999732971191,9.289999961853027,4979200
2024-02-01 19:00:00-05:00,9.100000381469727,9.260000228881836,8.760000228881836,8.890000343322754,4787300
2024-02-04 19:00:00-05:00,8.829999923706055,8.994999885559082,8.600000381469727,8.960000038146973,3798000
2024-02-05 19:00:00-05:00,8.949999809265137,9.208000183105469,8.800000190734863,9.119999885559082,3474000
2024-02-06 19:00:00-05:00,9.119999885559082,9.130000114440918,8.75,8.970000267028809,3201800
2024-02-07 19:00:00-05:00,9.020000457763672,9.529999732971191,8.970000267028809,9.270000457763672,6317200
2024-02-08 19:00:00-05:00,9.430000305175781,9.850000381469727,9.350000381469727,9.739999771118164,6100900
2024-02-11 19:00:00-05:00,9.880000114440918,10.130000114440918,9.569999694824219,9.729999542236328,6848600
2024-02-12 19:00:00-05:00,9.329999923706055,9.399999618530273,8.760000228881836,8.859999656677246,7809500
2024-02-13 19:00:00-05:00,9.039999961853027,9.460000038146973,8.970000267028809,9.279999732971191,5078300
2024-02-14 19:00:00-05:00,9.369999885559082,9.399999618530273,9.074999809265137,9.300000190734863,3825400
2024-02-15 19:00:00-05:00,9.119999885559082,9.229999542236328,8.970000267028809,9.039999961853027,5067400
2024-02-19 19:00:00-05:00,9.0,9.0600004196167,8.404999732971191,8.550000190734863,5809500
2024-02-20 19:00:00-05:00,8.479999542236328,8.630000114440918,8.359999656677246,8.5,4540000
2024-02-21 19:00:00-05:00,8.720000267028809,8.885000228881836,8.489999771118164,8.819999694824219,9668000
2024-02-22 19:00:00-05:00,8.15999984741211,9.085000038146973,8.15999984741211,8.680000305175781,11472800
2024-02-25 19:00:00-05:00,8.619999885559082,9.364999771118164,8.579999923706055,9.289999961853027,6208800
2024-02-26 19:00:00-05:00,9.350000381469727,9.760000228881836,9.270000457763672,9.670000076293945,6900800
2024-02-27 19:00:00-05:00,9.534000396728516,9.744999885559082,9.420000076293945,9.460000038146973,3996100
2024-02-28 19:00:00-05:00,9.670000076293945,9.720000267028809,9.210000038146973,9.319999694824219,4570300
2024-02-29 19:00:00-05:00,9.390000343322754,9.720000267028809,9.3100004196167,9.34000015258789,4826900
2024-03-03 19:00:00-05:00,9.460000038146973,9.529999732971191,8.954999923706055,9.039999961853027,6307200
2024-03-04 19:00:00-05:00,8.914999961853027,9.829999923706055,8.6899995803833,9.59000015258789,8329400
2024-03-05 19:00:00-05:00,9.779999732971191,9.789999961853027,9.279999732971191,9.529999732971191,6240900
2024-03-06 19:00:00-05:00,9.600000381469727,9.609999656677246,8.9399995803833,8.970000267028809,5073000
2024-03-07 19:00:00-05:00,9.0600004196167,9.149999618530273,8.630000114440918,8.6899995803833,4413600
2024-03-10 20:00:00-04:00,8.65999984741211,8.819999694824219,8.390000343322754,8.489999771118164,4842900
2024-03-11 20:00:00-04:00,8.510000228881836,8.670000076293945,8.329999923706055,8.420000076293945,4499100
2024-03-12 20:00:00-04:00,8.4399995803833,8.670000076293945,8.369999885559082,8.640000343322754,4975100
2024-03-13 20:00:00-04:00,8.539999961853027,8.614999771118164,7.960000038146973,8.029999732971191,5778700
2024-03-14 20:00:00-04:00,8.020000457763672,8.229999542236328,7.96999979019165,8.100000381469727,11254900
2024-03-17 20:00:00-04:00,8.109999656677246,8.180000305175781,7.730000019073486,7.840000152587891,6134700
2024-03-18 20:00:00-04:00,7.78000020980835,8.25,7.715000152587891,8.020000457763672,6162900
2024-03-19 20:00:00-04:00,7.920000076293945,7.940000057220459,7.550000190734863,7.800000190734863,6780200
2024-03-20 20:00:00-04:00,7.860000133514404,8.020000457763672,7.730000019073486,7.829999923706055,5583800
2024-03-21 20:00:00-04:00,7.769999980926514,7.889999866485596,7.630000114440918,7.699999809265137,4275400
2024-03-24 20:00:00-04:00,7.690000057220459,7.84499979019165,7.644000053405762,7.699999809265137,2830000
2024-03-25 20:00:00-04:00,7.840000152587891,7.849999904632568,7.400000095367432,7.420000076293945,3558200
2024-03-26 20:00:00-04:00,7.53000020980835,7.650000095367432,7.304999828338623,7.409999847412109,4535300
2024-03-27 20:00:00-04:00,7.409999847412109,7.585000038146973,7.244999885559082,7.300000190734863,6719100
2024-03-31 20:00:00-04:00,7.309999942779541,7.449999809265137,7.110000133514404,7.409999847412109,5419200
2024-04-01 20:00:00-04:00,7.309999942779541,7.440000057220459,7.09499979019165,7.340000152587891,7027600
2024-04-02 20:00:00-04:00,7.230000019073486,7.5,7.125,7.349999904632568,5988400
2024-04-03 20:00:00-04:00,7.400000095367432,7.570000171661377,7.130000114440918,7.159999847412109,6448800
2024-04-04 20:00:00-04:00,7.300000190734863,7.869999885559082,7.139999866485596,7.5,7834700
2024-04-07 20:00:00-04:00,7.550000190734863,7.550000190734863,7.150000095367432,7.320000171661377,5214800
2024-04-08 20:00:00-04:00,7.389999866485596,7.590000152587891,7.114999771118164,7.170000076293945,4418300
2024-04-09 20:00:00-04:00,6.909999847412109,7.144999980926514,6.849999904632568,7.130000114440918,5376800
2024-04-10 20:00:00-04:00,7.170000076293945,7.409999847412109,6.989999771118164,7.369999885559082,5574300
2024-04-11 20:00:00-04:00,7.269999980926514,7.429999828338623,7.005000114440918,7.059999942779541,4446300
2024-04-14 20:00:00-04:00,7.070000171661377,7.239999771118164,6.75,6.800000190734863,5733000
2024-04-15 20:00:00-04:00,6.71999979019165,6.894999980926514,6.650000095367432,6.710000038146973,3538100
2024-04-16 20:00:00-04:00,6.829999923706055,6.840000152587891,6.53000020980835,6.550000190734863,3973800
2024-04-17 20:00:00-04:00,6.53000020980835,6.565000057220459,6.389999866485596,6.440000057220459,3735300
2024-04-18 20:00:00-04:00,6.389999866485596,6.559999942779541,6.269999980926514,6.480000019073486,5634300
2024-04-21 20:00:00-04:00,6.599999904632568,6.639999866485596,6.382999897003174,6.510000228881836,4582400
2024-04-22 20:00:00-04:00,6.550000190734863,6.71999979019165,6.380000114440918,6.389999866485596,3833100
2024-04-23 20:00:00-04:00,6.449999809265137,6.659999847412109,6.385000228881836,6.429999828338623,5456400
2024-04-24 20:00:00-04:00,6.289999961853027,6.449999809265137,6.230000019073486,6.309999942779541,5171700
2024-04-25 20:00:00-04:00,6.349999904632568,6.590000152587891,6.300000190734863,6.420000076293945,5484500
2024-04-28 20:00:00-04:00,6.449999809265137,6.539999961853027,6.310999870300293,6.460000038146973,4207400
2024-04-29 20:00:00-04:00,6.400000095367432,6.744999885559082,6.349999904632568,6.400000095367432,6163000
2024-04-30 20:00:00-04:00,6.449999809265137,6.949999809265137,6.409999847412109,6.610000133514404,5798000
2024-05-01 20:00:00-04:00,6.690000057220459,6.849999904632568,6.53000020980835,6.789999961853027,6971100
2024-05-02 20:00:00-04:00,8.359999656677246,9.130000114440918,7.980000019073486,8.720000267028809,24971200
2024-05-05 20:00:00-04:00,8.729999542236328,9.270000457763672,8.609999656677246,9.149999618530273,11118600
2024-05-06 20:00:00-04:00,9.15999984741211,9.329999923706055,9.050000190734863,9.3100004196167,4885700
2024-05-07 20:00:00-04:00,9.149999618530273,9.194999694824219,8.395000457763672,8.479999542236328,5340200
2024-05-08 20:00:00-04:00,8.479999542236328,8.574000358581543,7.920000076293945,8.0600004196167,5772500
2024-05-09 20:00:00-04:00,8.050000190734863,8.109999656677246,7.59499979019165,7.769999980926514,5051400
2024-05-12 20:00:00-04:00,7.78000020980835,8.079999923706055,7.760000228881836,8.020000457763672,3575700
2024-05-13 20:00:00-04:00,8.0,8.138999938964844,7.619999885559082,7.789999961853027,2864900
2024-05-14 20:00:00-04:00,7.949999809265137,8.050000190734863,7.840000152587891,7.849999904632568,2460900
2024-05-15 20:00:00-04:00,7.820000171661377,7.880000114440918,7.739999771118164,7.789999961853027,1742500
2024-05-16 20:00:00-04:00,7.789999961853027,7.860000133514404,7.690000057220459,7.809999942779541,2291000
2024-05-19 20:00:00-04:00,7.800000190734863,8.0600004196167,7.760000228881836,7.929999828338623,3567100
2024-05-20 20:00:00-04:00,7.840000152587891,7.940000057220459,7.690000057220459,7.71999979019165,3161100
2024-05-21 20:00:00-04:00,7.699999809265137,7.949999809265137,7.690000057220459,7.820000171661377,2963800
2024-05-22 20:00:00-04:00,7.849999904632568,7.860000133514404,7.380000114440918,7.440000057220459,4058700
2024-05-23 20:00:00-04:00,7.329999923706055,7.360000133514404,6.625,6.75,6560000
