Price,Open,High,Low,Close,Volume
Ticker,PRSO,PRSO,PRSO,PRSO,PRSO
Date,,,,,
2024-01-01 19:00:00-05:00,10.399999618530273,11.199999809265137,9.199999809265137,9.600000381469727,13180
2024-01-02 19:00:00-05:00,7.820000171661377,8.479999542236328,7.260000228881836,8.029999732971191,44300
2024-01-03 19:00:00-05:00,8.029999732971191,8.029999732971191,7.139999866485596,7.199999809265137,25000
2024-01-04 19:00:00-05:00,6.840000152587891,7.070000171661377,6.440000057220459,6.630000114440918,28600
2024-01-07 19:00:00-05:00,6.5,6.75,6.320000171661377,6.71999979019165,5800
2024-01-08 19:00:00-05:00,6.610000133514404,7.019999980926514,6.610000133514404,6.829999923706055,6000
2024-01-09 19:00:00-05:00,6.829999923706055,6.829999923706055,6.639999866485596,6.639999866485596,4000
2024-01-10 19:00:00-05:00,6.590000152587891,6.590000152587891,6.300000190734863,6.480000019073486,4400
2024-01-11 19:00:00-05:00,6.559999942779541,6.800000190734863,6.329999923706055,6.579999923706055,3900
2024-01-15 19:00:00-05:00,6.210000038146973,6.210000038146973,5.679999828338623,5.679999828338623,17800
2024-01-16 19:00:00-05:00,5.460000038146973,5.559999942779541,5.039999961853027,5.300000190734863,32900
2024-01-17 19:00:00-05:00,5.25,5.940000057220459,5.25,5.519999980926514,14800
2024-01-18 19:00:00-05:00,5.71999979019165,6.099999904632568,5.510000228881836,5.840000152587891,14000
2024-01-21 19:00:00-05:00,5.800000190734863,6.909999847412109,5.800000190734863,6.590000152587891,15700
2024-01-22 19:00:00-05:00,6.349999904632568,6.650000095367432,6.300000190734863,6.360000133514404,11900
2024-01-23 19:00:00-05:00,6.389999866485596,6.610000133514404,5.46999979019165,5.739999771118164,14900
2024-01-24 19:00:00-05:00,5.75,5.829999923706055,5.440000057220459,5.579999923706055,7800
2024-01-25 19:00:00-05:00,5.449999809265137,5.650000095367432,5.429999828338623,5.650000095367432,3900
2024-01-28 19:00:00-05:00,5.46999979019165,5.599999904632568,5.400000095367432,5.599999904632568,3900
2024-01-29 19:00:00-05:00,5.239999771118164,5.829999923706055,5.199999809265137,5.260000228881836,20000
2024-01-30 19:00:00-05:00,5.150000095367432,5.699999809265137,5.150000095367432,5.289999961853027,10900
