Price,Open,High,Low,Close,Volume
Ticker,RAMP,RAMP,RAMP,RAMP,RAMP
Date,,,,,
2024-01-01 19:00:00-05:00,37.5,37.52000045776367,36.459999084472656,37.13999938964844,581100
2024-01-02 19:00:00-05:00,36.90999984741211,37.040000915527344,35.16999816894531,35.400001525878906,586400
2024-01-03 19:00:00-05:00,35.33000183105469,35.68000030517578,34.66999816894531,35.119998931884766,408900
2024-01-04 19:00:00-05:00,34.72999954223633,35.2599983215332,34.470001220703125,34.4900016784668,338800
2024-01-07 19:00:00-05:00,34.66999816894531,35.63999938964844,34.54999923706055,35.5,280400
2024-01-08 19:00:00-05:00,34.849998474121094,35.349998474121094,34.720001220703125,35.31999969482422,240900
2024-01-09 19:00:00-05:00,35.41999816894531,36.209999084472656,35.34000015258789,36.040000915527344,346100
2024-01-10 19:00:00-05:00,36.060001373291016,37.33000183105469,35.779998779296875,37.310001373291016,663300
2024-01-11 19:00:00-05:00,37.9900016784668,38.56999969482422,37.65999984741211,38.36000061035156,608600
2024-01-15 19:00:00-05:00,37.79999923706055,38.36000061035156,37.20000076293945,37.970001220703125,579800
2024-01-16 19:00:00-05:00,37.43000030517578,37.47999954223633,36.720001220703125,36.90999984741211,315700
2024-01-17 19:00:00-05:00,41.59000015258789,42.65999984741211,39.869998931884766,41.119998931884766,1412500
2024-01-18 19:00:00-05:00,41.310001373291016,41.4900016784668,39.81999969482422,40.369998931884766,673500
2024-01-21 19:00:00-05:00,40.90999984741211,41.880001068115234,40.43000030517578,41.47999954223633,663900
2024-01-22 19:00:00-05:00,41.86000061035156,41.97999954223633,40.779998779296875,40.93000030517578,409500
2024-01-23 19:00:00-05:00,41.4900016784668,41.560001373291016,40.43000030517578,40.470001220703125,464500
2024-01-24 19:00:00-05:00,40.939998626708984,41.119998931884766,40.11000061035156,40.2599983215332,373900
2024-01-25 19:00:00-05:00,40.4900016784668,40.70000076293945,39.97999954223633,40.40999984741211,307700
2024-01-28 19:00:00-05:00,40.45000076293945,41.45000076293945,40.11000061035156,41.439998626708984,526200
2024-01-29 19:00:00-05:00,41.209999084472656,41.290000915527344,39.91999816894531,40.20000076293945,849400
2024-01-30 19:00:00-05:00,40.20000076293945,40.66999816894531,39.380001068115234,39.47999954223633,452100
2024-01-31 19:00:00-05:00,39.7599983215332,40.43000030517578,39.619998931884766,40.15999984741211,354100
2024-02-01 19:00:00-05:00,39.75,40.77000045776367,39.54999923706055,40.36000061035156,483300
2024-02-04 19:00:00-05:00,39.97999954223633,40.34000015258789,39.5,40.06999969482422,323800
2024-02-05 19:00:00-05:00,40.11000061035156,40.91999816894531,40.11000061035156,40.810001373291016,401300
2024-02-06 19:00:00-05:00,40.709999084472656,41.75,40.54999923706055,40.970001220703125,535000
2024-02-07 19:00:00-05:00,41.09000015258789,42.099998474121094,40.88999938964844,41.959999084472656,693900
2024-02-08 19:00:00-05:00,41.0099983215332,41.0099983215332,36.5,38.849998474121094,2222500
2024-02-11 19:00:00-05:00,38.869998931884766,39.06999969482422,37.439998626708984,37.45000076293945,1303800
2024-02-12 19:00:00-05:00,36.5099983215332,38.150001525878906,36.27000045776367,36.880001068115234,1086500
2024-02-13 19:00:00-05:00,37.290000915527344,37.77000045776367,36.790000915527344,37.06999969482422,716100
