Price,Open,High,Low,Close,Volume
Ticker,OIS,OIS,OIS,OIS,OIS
Date,,,,,
2024-01-01 19:00:00-05:00,6.869999885559082,6.949999809265137,6.690000057220459,6.710000038146973,473300
2024-01-02 19:00:00-05:00,6.690000057220459,6.809999942779541,6.630000114440918,6.650000095367432,529000
2024-01-03 19:00:00-05:00,6.739999771118164,6.739999771118164,6.53000020980835,6.590000152587891,795600
2024-01-04 19:00:00-05:00,6.639999866485596,6.710000038146973,6.590000152587891,6.679999828338623,456700
2024-01-07 19:00:00-05:00,6.460000038146973,6.460000038146973,6.21999979019165,6.380000114440918,833600
2024-01-08 19:00:00-05:00,6.340000152587891,6.340000152587891,6.079999923706055,6.119999885559082,634300
2024-01-09 19:00:00-05:00,6.090000152587891,6.110000133514404,5.989999771118164,6.019999980926514,525800
2024-01-10 19:00:00-05:00,6.03000020980835,6.03000020980835,5.880000114440918,5.96999979019165,687800
2024-01-11 19:00:00-05:00,6.099999904632568,6.190000057220459,6.03000020980835,6.099999904632568,398400
2024-01-15 19:00:00-05:00,6.03000020980835,6.099999904632568,5.869999885559082,5.889999866485596,564700
2024-01-16 19:00:00-05:00,5.769999980926514,5.900000095367432,5.71999979019165,5.860000133514404,436600
2024-01-17 19:00:00-05:00,5.900000095367432,6.010000228881836,5.849999904632568,6.0,516200
2024-01-18 19:00:00-05:00,6.070000171661377,6.090000152587891,5.929999828338623,6.079999923706055,392300
2024-01-21 19:00:00-05:00,6.110000133514404,6.239999771118164,6.070000171661377,6.150000095367432,482300
2024-01-22 19:00:00-05:00,6.210000038146973,6.289999961853027,6.110000133514404,6.130000114440918,636800
2024-01-23 19:00:00-05:00,6.199999809265137,6.329999923706055,6.119999885559082,6.289999961853027,497300
2024-01-24 19:00:00-05:00,6.409999847412109,6.449999809265137,6.269999980926514,6.429999828338623,548700
2024-01-25 19:00:00-05:00,6.449999809265137,6.570000171661377,6.400000095367432,6.489999771118164,430500
2024-01-28 19:00:00-05:00,6.46999979019165,6.519999980926514,6.369999885559082,6.519999980926514,414100
2024-01-29 19:00:00-05:00,6.380000114440918,6.5,6.230000019073486,6.440000057220459,630300
2024-01-30 19:00:00-05:00,6.489999771118164,6.5,6.150000095367432,6.170000076293945,676900
2024-01-31 19:00:00-05:00,6.21999979019165,6.289999961853027,6.130000114440918,6.230000019073486,743600
2024-02-01 19:00:00-05:00,6.179999828338623,6.210000038146973,5.940000057220459,5.949999809265137,650700
2024-02-04 19:00:00-05:00,5.860000133514404,5.920000076293945,5.730000019073486,5.889999866485596,853300
2024-02-05 19:00:00-05:00,5.929999828338623,6.079999923706055,5.929999828338623,6.019999980926514,654100
2024-02-06 19:00:00-05:00,6.010000228881836,6.139999866485596,5.809999942779541,5.829999923706055,1051200
2024-02-07 19:00:00-05:00,5.820000171661377,5.980000019073486,5.820000171661377,5.980000019073486,646200
2024-02-08 19:00:00-05:00,5.980000019073486,6.0,5.880000114440918,5.949999809265137,667400
