Price,Open,High,Low,Close,Volume
Ticker,AUBN,AUBN,AUBN,AUBN,AUBN
Date,,,,,
2024-01-01 19:00:00-05:00,20.670000076293945,21.43000030517578,20.6299991607666,21.030000686645508,1900
2024-01-02 19:00:00-05:00,20.899999618530273,21.25,20.899999618530273,21.239999771118164,2500
2024-01-03 19:00:00-05:00,21.479999542236328,21.75,20.549999237060547,21.219999313354492,4800
2024-01-04 19:00:00-05:00,21.489999771118164,21.75,20.56999969482422,21.5,4900
2024-01-07 19:00:00-05:00,21.75,21.75,20.649999618530273,21.549999237060547,1800
2024-01-08 19:00:00-05:00,21.25,21.299999237060547,21.25,21.299999237060547,900
2024-01-09 19:00:00-05:00,21.239999771118164,21.489999771118164,21.0,21.239999771118164,2700
2024-01-10 19:00:00-05:00,21.239999771118164,21.329999923706055,20.690000534057617,21.329999923706055,1300
2024-01-11 19:00:00-05:00,21.329999923706055,21.329999923706055,21.329999923706055,21.329999923706055,0
2024-01-15 19:00:00-05:00,21.18000030517578,21.690000534057617,20.610000610351562,21.260000228881836,2500
2024-01-16 19:00:00-05:00,21.260000228881836,21.260000228881836,21.260000228881836,21.260000228881836,0
2024-01-17 19:00:00-05:00,21.260000228881836,21.260000228881836,21.260000228881836,21.260000228881836,0
2024-01-18 19:00:00-05:00,21.149999618530273,21.549999237060547,20.520000457763672,21.549999237060547,7000
2024-01-21 19:00:00-05:00,20.8799991607666,21.190000534057617,20.510000228881836,21.100000381469727,7100
2024-01-22 19:00:00-05:00,21.049999237060547,21.399999618530273,20.899999618530273,20.899999618530273,800
2024-01-23 19:00:00-05:00,21.229999542236328,21.229999542236328,20.280000686645508,20.690000534057617,4900
2024-01-24 19:00:00-05:00,20.989999771118164,20.989999771118164,20.110000610351562,20.510000228881836,1300
2024-01-25 19:00:00-05:00,20.459999084472656,20.459999084472656,20.1299991607666,20.3799991607666,800
2024-01-28 19:00:00-05:00,20.450000762939453,20.90999984741211,20.450000762939453,20.90999984741211,700
2024-01-29 19:00:00-05:00,20.700000762939453,21.0,20.1200008392334,20.329999923706055,6700
2024-01-30 19:00:00-05:00,20.15999984741211,20.440000534057617,20.15999984741211,20.440000534057617,800
2024-01-31 19:00:00-05:00,20.5,20.510000228881836,20.5,20.510000228881836,1300
2024-02-01 19:00:00-05:00,20.75,20.75,20.75,20.75,500
2024-02-04 19:00:00-05:00,20.31999969482422,20.31999969482422,20.31999969482422,20.31999969482422,600
2024-02-05 19:00:00-05:00,20.3700008392334,20.950000762939453,20.270000457763672,20.950000762939453,900
