Price,Open,High,Low,Close,Volume
Ticker,ANGO,ANGO,ANGO,ANGO,ANGO
Date,,,,,
2024-01-01 19:00:00-05:00,7.849999904632568,8.25,7.840000152587891,8.029999732971191,644000
2024-01-02 19:00:00-05:00,7.900000095367432,8.039999961853027,7.659999847412109,7.730000019073486,641400
2024-01-03 19:00:00-05:00,7.739999771118164,7.809999942779541,7.630000114440918,7.75,731500
2024-01-04 19:00:00-05:00,6.239999771118164,6.369999885559082,5.71999979019165,6.210000038146973,2437000
2024-01-07 19:00:00-05:00,6.130000114440918,6.5,5.960000038146973,6.380000114440918,1033000
2024-01-08 19:00:00-05:00,6.269999980926514,6.559999942779541,6.260000228881836,6.260000228881836,724400
2024-01-09 19:00:00-05:00,6.260000228881836,6.380000114440918,6.0,6.190000057220459,614800
2024-01-10 19:00:00-05:00,6.190000057220459,6.190000057220459,6.019999980926514,6.059999942779541,641900
2024-01-11 19:00:00-05:00,6.139999866485596,6.199999809265137,6.0,6.0,496900
2024-01-15 19:00:00-05:00,5.920000076293945,6.0,5.789999961853027,5.940000057220459,1360100
2024-01-16 19:00:00-05:00,5.860000133514404,5.920000076293945,5.739999771118164,5.889999866485596,756300
2024-01-17 19:00:00-05:00,5.909999847412109,6.079999923706055,5.829999923706055,5.840000152587891,426700
2024-01-18 19:00:00-05:00,5.840000152587891,5.940000057220459,5.670000076293945,5.849999904632568,583400
2024-01-21 19:00:00-05:00,5.900000095367432,6.070000171661377,5.900000095367432,6.03000020980835,439400
2024-01-22 19:00:00-05:00,6.130000114440918,6.150000095367432,5.96999979019165,5.989999771118164,649800
2024-01-23 19:00:00-05:00,6.039999961853027,6.130000114440918,5.880000114440918,6.0,468200
2024-01-24 19:00:00-05:00,6.079999923706055,6.119999885559082,5.929999828338623,6.079999923706055,404600
2024-01-25 19:00:00-05:00,6.28000020980835,6.28000020980835,5.980000019073486,6.019999980926514,390900
2024-01-28 19:00:00-05:00,6.0,6.170000076293945,5.96999979019165,6.170000076293945,362400
2024-01-29 19:00:00-05:00,6.130000114440918,6.130000114440918,5.960000038146973,5.96999979019165,302400
2024-01-30 19:00:00-05:00,6.010000228881836,6.110000133514404,5.880000114440918,5.900000095367432,571900
2024-01-31 19:00:00-05:00,5.940000057220459,6.039999961853027,5.829999923706055,6.010000228881836,279100
2024-02-01 19:00:00-05:00,5.920000076293945,6.019999980926514,5.869999885559082,5.929999828338623,309500
2024-02-04 19:00:00-05:00,5.869999885559082,5.920000076293945,5.769999980926514,5.860000133514404,390300
2024-02-05 19:00:00-05:00,5.849999904632568,5.980000019073486,5.840000152587891,5.940000057220459,292800
2024-02-06 19:00:00-05:00,5.949999809265137,6.110000133514404,5.900000095367432,6.079999923706055,214100
2024-02-07 19:00:00-05:00,6.070000171661377,6.210000038146973,6.010000228881836,6.150000095367432,285000
2024-02-08 19:00:00-05:00,6.150000095367432,6.179999828338623,6.050000190734863,6.090000152587891,225700
2024-02-11 19:00:00-05:00,6.110000133514404,6.289999961853027,6.110000133514404,6.21999979019165,313400
2024-02-12 19:00:00-05:00,6.010000228881836,6.059999942779541,5.920000076293945,5.980000019073486,567700
2024-02-13 19:00:00-05:00,6.03000020980835,6.099999904632568,5.949999809265137,6.090000152587891,394200
2024-02-14 19:00:00-05:00,6.150000095367432,6.329999923706055,6.150000095367432,6.170000076293945,417600
2024-02-15 19:00:00-05:00,6.099999904632568,6.329999923706055,6.0,6.190000057220459,410000
2024-02-19 19:00:00-05:00,6.119999885559082,6.199999809265137,6.039999961853027,6.070000171661377,486100
2024-02-20 19:00:00-05:00,6.130000114440918,6.130000114440918,5.800000190734863,5.889999866485596,613600
2024-02-21 19:00:00-05:00,5.989999771118164,6.119999885559082,5.769999980926514,5.989999771118164,867900
2024-02-22 19:00:00-05:00,5.96999979019165,5.96999979019165,5.78000020980835,5.789999961853027,331200
2024-02-25 19:00:00-05:00,5.75,5.909999847412109,5.71999979019165,5.840000152587891,305300
2024-02-26 19:00:00-05:00,5.840000152587891,6.0,5.820000171661377,5.989999771118164,380900
2024-02-27 19:00:00-05:00,5.96999979019165,5.96999979019165,5.730000019073486,5.730000019073486,274800
2024-02-28 19:00:00-05:00,5.820000171661377,5.860000133514404,5.489999771118164,5.489999771118164,548500
2024-02-29 19:00:00-05:00,5.510000228881836,5.559999942779541,5.269999980926514,5.5,660500
2024-03-03 19:00:00-05:00,5.53000020980835,5.690000057220459,5.380000114440918,5.539999961853027,772200
2024-03-04 19:00:00-05:00,5.550000190734863,5.75,5.550000190734863,5.619999885559082,361500
2024-03-05 19:00:00-05:00,5.650000095367432,5.900000095367432,5.510000228881836,5.570000171661377,489400
2024-03-06 19:00:00-05:00,5.610000133514404,5.800000190734863,5.590000152587891,5.75,332700
2024-03-07 19:00:00-05:00,5.809999942779541,5.880000114440918,5.659999847412109,5.670000076293945,333200
2024-03-10 20:00:00-04:00,5.650000095367432,5.690000057220459,5.429999828338623,5.46999979019165,340900
2024-03-11 20:00:00-04:00,5.5,5.53000020980835,5.349999904632568,5.489999771118164,385700
2024-03-12 20:00:00-04:00,5.489999771118164,5.619999885559082,5.449999809265137,5.559999942779541,300400
2024-03-13 20:00:00-04:00,5.599999904632568,5.630000114440918,5.369999885559082,5.409999847412109,423500
2024-03-14 20:00:00-04:00,5.389999866485596,5.46999979019165,5.360000133514404,5.369999885559082,684500
2024-03-17 20:00:00-04:00,5.369999885559082,5.539999961853027,5.269999980926514,5.389999866485596,532800
2024-03-18 20:00:00-04:00,5.349999904632568,5.610000133514404,5.309999942779541,5.550000190734863,276500
2024-03-19 20:00:00-04:00,5.550000190734863,5.659999847412109,5.5,5.590000152587891,290000
2024-03-20 20:00:00-04:00,5.590000152587891,5.730000019073486,5.510000228881836,5.519999980926514,337000
2024-03-21 20:00:00-04:00,5.53000020980835,5.550000190734863,5.349999904632568,5.360000133514404,269100
2024-03-24 20:00:00-04:00,5.400000095367432,5.5,5.260000228881836,5.269999980926514,334200
2024-03-25 20:00:00-04:00,5.320000171661377,5.480000019073486,5.300000190734863,5.400000095367432,381700
2024-03-26 20:00:00-04:00,5.46999979019165,5.710000038146973,5.449999809265137,5.699999809265137,505400
2024-03-27 20:00:00-04:00,5.730000019073486,5.900000095367432,5.730000019073486,5.869999885559082,428800
2024-03-31 20:00:00-04:00,5.920000076293945,6.050000190734863,5.760000228881836,5.829999923706055,551600
2024-04-01 20:00:00-04:00,5.980000019073486,6.300000190734863,5.929999828338623,6.190000057220459,914200
2024-04-02 20:00:00-04:00,6.150000095367432,6.369999885559082,6.070000171661377,6.079999923706055,862900
2024-04-03 20:00:00-04:00,6.400000095367432,7.199999809265137,6.349999904632568,6.400000095367432,1387800
2024-04-04 20:00:00-04:00,6.980000019073486,7.519999980926514,6.789999961853027,7.03000020980835,2153700
2024-04-07 20:00:00-04:00,7.139999866485596,7.190000057220459,6.599999904632568,6.610000133514404,1217300
2024-04-08 20:00:00-04:00,7.010000228881836,7.170000076293945,6.840000152587891,6.96999979019165,1296900
2024-04-09 20:00:00-04:00,6.78000020980835,7.059999942779541,6.769999980926514,6.849999904632568,634200
2024-04-10 20:00:00-04:00,6.840000152587891,7.03000020980835,6.789999961853027,6.800000190734863,761900
2024-04-11 20:00:00-04:00,6.760000228881836,6.900000095367432,6.320000171661377,6.369999885559082,608800
2024-04-14 20:00:00-04:00,6.409999847412109,6.420000076293945,6.25,6.309999942779541,596500
2024-04-15 20:00:00-04:00,6.28000020980835,6.559999942779541,6.230000019073486,6.510000228881836,514500
2024-04-16 20:00:00-04:00,6.519999980926514,6.550000190734863,6.300000190734863,6.329999923706055,490700
2024-04-17 20:00:00-04:00,6.349999904632568,6.380000114440918,6.110000133514404,6.119999885559082,806900
2024-04-18 20:00:00-04:00,5.989999771118164,6.269999980926514,5.989999771118164,6.260000228881836,479300
2024-04-21 20:00:00-04:00,6.300000190734863,6.369999885559082,6.190000057220459,6.260000228881836,336200
2024-04-22 20:00:00-04:00,6.289999961853027,6.300000190734863,6.0,6.03000020980835,379000
2024-04-23 20:00:00-04:00,5.989999771118164,6.03000020980835,5.829999923706055,5.869999885559082,586500
2024-04-24 20:00:00-04:00,5.800000190734863,5.849999904632568,5.71999979019165,5.78000020980835,373100
2024-04-25 20:00:00-04:00,5.78000020980835,6.440000057220459,5.760000228881836,5.809999942779541,313300
2024-04-28 20:00:00-04:00,5.809999942779541,5.96999979019165,5.809999942779541,5.820000171661377,288300
2024-04-29 20:00:00-04:00,5.75,5.860000133514404,5.659999847412109,5.789999961853027,381000
2024-04-30 20:00:00-04:00,5.829999923706055,5.980000019073486,5.710000038146973,5.789999961853027,357100
2024-05-01 20:00:00-04:00,6.190000057220459,6.289999961853027,6.059999942779541,6.079999923706055,772400
2024-05-02 20:00:00-04:00,6.119999885559082,6.269999980926514,6.070000171661377,6.269999980926514,307400
2024-05-05 20:00:00-04:00,6.309999942779541,6.400000095367432,6.159999847412109,6.199999809265137,472000
2024-05-06 20:00:00-04:00,6.239999771118164,6.260000228881836,6.119999885559082,6.139999866485596,278900
2024-05-07 20:00:00-04:00,6.070000171661377,6.110000133514404,5.840000152587891,5.889999866485596,437400
2024-05-08 20:00:00-04:00,5.980000019073486,6.119999885559082,5.840000152587891,6.119999885559082,394900
2024-05-09 20:00:00-04:00,6.139999866485596,6.25,5.929999828338623,6.050000190734863,424100
2024-05-12 20:00:00-04:00,6.090000152587891,6.239999771118164,6.03000020980835,6.119999885559082,395700
