Price,Open,High,Low,Close,Volume
Ticker,ADPT,ADPT,ADPT,ADPT,ADPT
Date,,,,,
2024-01-01 19:00:00-05:00,4.940000057220459,5.070000171661377,4.630000114440918,4.769999980926514,1298900
2024-01-02 19:00:00-05:00,4.699999809265137,4.75,4.380000114440918,4.519999980926514,1873300
2024-01-03 19:00:00-05:00,4.519999980926514,4.71999979019165,4.465000152587891,4.650000095367432,960800
2024-01-04 19:00:00-05:00,4.539999961853027,4.684999942779541,4.380000114440918,4.579999923706055,1119600
2024-01-07 19:00:00-05:00,4.539999961853027,4.800000190734863,4.380000114440918,4.730000019073486,989800
2024-01-08 19:00:00-05:00,4.630000114440918,4.84499979019165,4.619999885559082,4.650000095367432,1066700
2024-01-09 19:00:00-05:00,4.630000114440918,4.800000190734863,4.460000038146973,4.800000190734863,1443900
2024-01-10 19:00:00-05:00,4.739999771118164,4.739999771118164,4.420000076293945,4.440000057220459,1639500
2024-01-11 19:00:00-05:00,4.440000057220459,4.590000152587891,4.349999904632568,4.400000095367432,1410800
2024-01-15 19:00:00-05:00,4.300000190734863,4.510000228881836,4.170000076293945,4.300000190734863,1816700
2024-01-16 19:00:00-05:00,4.150000095367432,4.170000076293945,3.940000057220459,4.050000190734863,2965100
2024-01-17 19:00:00-05:00,4.090000152587891,4.159999847412109,3.950000047683716,4.070000171661377,1563700
2024-01-18 19:00:00-05:00,4.099999904632568,4.190000057220459,3.940000057220459,4.119999885559082,1154000
2024-01-21 19:00:00-05:00,4.130000114440918,4.389999866485596,4.130000114440918,4.239999771118164,898200
2024-01-22 19:00:00-05:00,4.360000133514404,4.429999828338623,4.224999904632568,4.369999885559082,963400
2024-01-23 19:00:00-05:00,4.46999979019165,4.489999771118164,4.105000019073486,4.130000114440918,1042000
2024-01-24 19:00:00-05:00,4.190000057220459,4.269000053405762,3.9200000762939453,4.0,1699800
2024-01-25 19:00:00-05:00,4.019999980926514,4.235000133514404,3.940000057220459,3.950000047683716,1295100
2024-01-28 19:00:00-05:00,3.950000047683716,4.159999847412109,3.8499999046325684,4.130000114440918,994200
2024-01-29 19:00:00-05:00,4.090000152587891,4.110000133514404,3.940000057220459,3.950000047683716,811600
2024-01-30 19:00:00-05:00,3.950000047683716,3.994999885559082,3.6700000762939453,3.6700000762939453,1374500
2024-01-31 19:00:00-05:00,3.700000047683716,3.7850000858306885,3.640000104904175,3.740000009536743,1232600
2024-02-01 19:00:00-05:00,3.6500000953674316,3.7200000286102295,3.515000104904175,3.6500000953674316,962500
2024-02-04 19:00:00-05:00,3.559999942779541,3.559999942779541,3.450000047683716,3.4600000381469727,936100
2024-02-05 19:00:00-05:00,3.4600000381469727,3.7699999809265137,3.4100000858306885,3.7699999809265137,1179700
2024-02-06 19:00:00-05:00,3.799999952316284,3.799999952316284,3.5450000762939453,3.569999933242798,1028000
2024-02-07 19:00:00-05:00,3.5799999237060547,3.7100000381469727,3.494999885559082,3.6700000762939453,1245900
2024-02-08 19:00:00-05:00,3.75,3.799999952316284,3.6449999809265137,3.7799999713897705,879800
2024-02-11 19:00:00-05:00,3.7300000190734863,3.990000009536743,3.691999912261963,3.9200000762939453,1453900
2024-02-12 19:00:00-05:00,3.6600000858306885,3.7750000953674316,3.5350000858306885,3.619999885559082,1467500
2024-02-13 19:00:00-05:00,3.6600000858306885,4.010000228881836,3.6500000953674316,3.940000057220459,1718100
2024-02-14 19:00:00-05:00,3.5999999046325684,4.239999771118164,3.5999999046325684,3.9600000381469727,5278900
2024-02-15 19:00:00-05:00,3.9100000858306885,4.050000190734863,3.809999942779541,3.8499999046325684,1930000
2024-02-19 19:00:00-05:00,3.859999895095825,3.9700000286102295,3.759999990463257,3.8499999046325684,1235500
2024-02-20 19:00:00-05:00,3.8299999237060547,3.884999990463257,3.75,3.819999933242798,873300
2024-02-21 19:00:00-05:00,3.8499999046325684,3.950000047683716,3.7249999046325684,3.880000114440918,1631200
2024-02-22 19:00:00-05:00,3.869999885559082,4.076000213623047,3.7869999408721924,4.039999961853027,1123500
2024-02-25 19:00:00-05:00,4.019999980926514,4.179999828338623,3.9600000381469727,4.159999847412109,879500
2024-02-26 19:00:00-05:00,4.239999771118164,4.335000038146973,4.09499979019165,4.269999980926514,1001000
2024-02-27 19:00:00-05:00,4.170000076293945,4.34499979019165,4.090000152587891,4.150000095367432,1258800
2024-02-28 19:00:00-05:00,4.289999961853027,4.329999923706055,4.110000133514404,4.110000133514404,1035700
2024-02-29 19:00:00-05:00,4.110000133514404,4.244999885559082,3.990000009536743,4.03000020980835,1152300
2024-03-03 19:00:00-05:00,4.039999961853027,4.079999923706055,3.759999990463257,3.990000009536743,1274800
2024-03-04 19:00:00-05:00,3.4000000953674316,3.799999952316284,3.4000000953674316,3.7799999713897705,3411800
2024-03-05 19:00:00-05:00,3.8499999046325684,3.880000114440918,3.5299999713897705,3.609999895095825,1695000
2024-03-06 19:00:00-05:00,3.640000104904175,3.759999990463257,3.440000057220459,3.450000047683716,1381200
2024-03-07 19:00:00-05:00,3.5299999713897705,3.744999885559082,3.4800000190734863,3.6500000953674316,1626700
2024-03-10 20:00:00-04:00,3.630000114440918,3.950000047683716,3.5899999141693115,3.7799999713897705,1624000
2024-03-11 20:00:00-04:00,3.7699999809265137,3.7899999618530273,3.575000047683716,3.5899999141693115,1301200
2024-03-12 20:00:00-04:00,3.5399999618530273,3.611999988555908,3.3550000190734863,3.4100000858306885,1321500
2024-03-13 20:00:00-04:00,3.369999885559082,3.380000114440918,3.2049999237060547,3.259999990463257,1543100
2024-03-14 20:00:00-04:00,3.2300000190734863,3.3350000381469727,3.2100000381469727,3.240000009536743,1751100
2024-03-17 20:00:00-04:00,3.259999990463257,3.259999990463257,3.109999895095825,3.180000066757202,1118900
2024-03-18 20:00:00-04:00,3.140000104904175,3.3499999046325684,3.109999895095825,3.2699999809265137,936600
2024-03-19 20:00:00-04:00,3.2699999809265137,3.430000066757202,3.1500000953674316,3.380000114440918,1196000
2024-03-20 20:00:00-04:00,3.4100000858306885,3.5199999809265137,3.315000057220459,3.3299999237060547,816500
2024-03-21 20:00:00-04:00,3.309999942779541,3.319999933242798,3.1500000953674316,3.240000009536743,1607100
2024-03-24 20:00:00-04:00,3.240000009536743,3.2809998989105225,3.0899999141693115,3.119999885559082,1157000
2024-03-25 20:00:00-04:00,3.130000114440918,3.200000047683716,2.8499999046325684,2.880000114440918,1918900
2024-03-26 20:00:00-04:00,2.950000047683716,2.950000047683716,2.75,2.890000104904175,3386200
2024-03-27 20:00:00-04:00,2.930000066757202,3.3350000381469727,2.930000066757202,3.2100000381469727,2000000
2024-03-31 20:00:00-04:00,3.2699999809265137,3.2699999809265137,3.049999952316284,3.109999895095825,1304800
2024-04-01 20:00:00-04:00,3.0299999713897705,3.049999952316284,2.9000000953674316,2.9800000190734863,1054300
2024-04-02 20:00:00-04:00,2.9600000381469727,2.986999988555908,2.6600000858306885,2.680000066757202,4234900
2024-04-03 20:00:00-04:00,2.7100000381469727,2.9100000858306885,2.700000047683716,2.7300000190734863,1219500
2024-04-04 20:00:00-04:00,2.7200000286102295,2.7200000286102295,2.559999942779541,2.5799999237060547,1322500
2024-04-07 20:00:00-04:00,2.630000114440918,2.8399999141693115,2.5999999046325684,2.8299999237060547,1495600
2024-04-08 20:00:00-04:00,2.8499999046325684,3.119999885559082,2.8399999141693115,2.930000066757202,1311400
2024-04-09 20:00:00-04:00,2.8299999237060547,2.8299999237060547,2.640000104904175,2.6700000762939453,1269800
2024-04-10 20:00:00-04:00,2.690000057220459,2.7100000381469727,2.5299999713897705,2.619999885559082,1021800
2024-04-11 20:00:00-04:00,2.5899999141693115,3.0999999046325684,2.549999952316284,3.009999990463257,6503700
2024-04-14 20:00:00-04:00,3.009999990463257,3.109999895095825,2.880000114440918,2.9100000858306885,3152300
2024-04-15 20:00:00-04:00,2.8499999046325684,2.8499999046325684,2.621000051498413,2.75,1605800
2024-04-16 20:00:00-04:00,2.7699999809265137,2.799999952316284,2.430000066757202,2.440000057220459,3306200
2024-04-17 20:00:00-04:00,2.450000047683716,2.4579999446868896,2.3299999237060547,2.3350000381469727,2780200
2024-04-18 20:00:00-04:00,2.309999942779541,2.4800000190734863,2.2799999713897705,2.4000000953674316,2341500
2024-04-21 20:00:00-04:00,2.4100000858306885,2.5199999809265137,2.359999895095825,2.509999990463257,2160200
2024-04-22 20:00:00-04:00,2.5,2.7300000190734863,2.450000047683716,2.5799999237060547,1518100
2024-04-23 20:00:00-04:00,2.5399999618530273,2.6679999828338623,2.509999990463257,2.5999999046325684,2020600
2024-04-24 20:00:00-04:00,2.5399999618530273,2.640000104904175,2.4800000190734863,2.609999895095825,1839100
2024-04-25 20:00:00-04:00,2.609999895095825,2.7249999046325684,2.555000066757202,2.5999999046325684,1074400
2024-04-28 20:00:00-04:00,2.619999885559082,2.799999952316284,2.619999885559082,2.75,1639000
2024-04-29 20:00:00-04:00,2.7300000190734863,2.799999952316284,2.615000009536743,2.619999885559082,1508800
2024-04-30 20:00:00-04:00,2.630000114440918,2.940000057220459,2.559999942779541,2.7899999618530273,1608700
2024-05-01 20:00:00-04:00,2.869999885559082,2.940000057220459,2.740000009536743,2.930000066757202,1114500
2024-05-02 20:00:00-04:00,2.990000009536743,3.140000104904175,2.950000047683716,3.009999990463257,1094000
2024-05-05 20:00:00-04:00,3.0399999618530273,3.2300000190734863,3.009999990463257,3.2200000286102295,1474500
2024-05-06 20:00:00-04:00,3.2799999713897705,3.2799999713897705,3.0999999046325684,3.109999895095825,1110500
2024-05-07 20:00:00-04:00,3.359999895095825,3.765000104904175,3.121999979019165,3.180000066757202,2147400
2024-05-08 20:00:00-04:00,3.200000047683716,3.575000047683716,3.109999895095825,3.559999942779541,1417100
2024-05-09 20:00:00-04:00,3.569999933242798,3.640000104904175,3.4549999237060547,3.5,1221700
2024-05-12 20:00:00-04:00,3.509999990463257,3.930000066757202,3.5,3.799999952316284,2056600
2024-05-13 20:00:00-04:00,3.859999895095825,4.199999809265137,3.859999895095825,3.9600000381469727,2242200
2024-05-14 20:00:00-04:00,4.070000171661377,4.110000133514404,3.859999895095825,3.9000000953674316,1455300
2024-05-15 20:00:00-04:00,3.859999895095825,3.950000047683716,3.684999942779541,3.7200000286102295,1834200
2024-05-16 20:00:00-04:00,3.75,3.759999990463257,3.569999933242798,3.609999895095825,1573000
2024-05-19 20:00:00-04:00,3.5899999141693115,3.628999948501587,3.490000009536743,3.5899999141693115,961900
2024-05-20 20:00:00-04:00,3.5399999618530273,3.5999999046325684,3.4600000381469727,3.490000009536743,896100
2024-05-21 20:00:00-04:00,3.4700000286102295,3.5799999237060547,3.4000000953674316,3.4600000381469727,853800
2024-05-22 20:00:00-04:00,3.4700000286102295,3.490000009536743,3.319999933242798,3.450000047683716,1017500
2024-05-23 20:00:00-04:00,3.4700000286102295,3.5,3.380000114440918,3.440000057220459,847300
2024-05-27 20:00:00-04:00,3.5,3.6989998817443848,3.430000066757202,3.6500000953674316,864000
2024-05-28 20:00:00-04:00,3.509999990463257,3.5899999141693115,3.4600000381469727,3.5799999237060547,1950200
2024-05-29 20:00:00-04:00,3.630000114440918,3.680000066757202,3.490000009536743,3.609999895095825,1053300
2024-05-30 20:00:00-04:00,3.630000114440918,3.7799999713897705,3.430000066757202,3.450000047683716,4226200
2024-06-02 20:00:00-04:00,3.490000009536743,3.6600000858306885,3.305000066757202,3.309999942779541,1612800
2024-06-03 20:00:00-04:00,3.309999942779541,3.4149999618530273,3.0399999618530273,3.390000104904175,2033200
2024-06-04 20:00:00-04:00,3.450000047683716,3.9600000381469727,3.4100000858306885,3.8399999141693115,2296000
2024-06-05 20:00:00-04:00,3.7899999618530273,3.9600000381469727,3.75,3.9000000953674316,1167400
2024-06-06 20:00:00-04:00,3.809999942779541,3.880000114440918,3.609999895095825,3.609999895095825,1449400
2024-06-09 20:00:00-04:00,3.5799999237060547,3.630000114440918,3.4200000762939453,3.490000009536743,1422900
2024-06-10 20:00:00-04:00,3.430000066757202,3.4600000381469727,3.319999933242798,3.450000047683716,787600
2024-06-11 20:00:00-04:00,3.5299999713897705,3.7300000190734863,3.434999942779541,3.4600000381469727,870400
2024-06-12 20:00:00-04:00,3.450000047683716,3.5299999713897705,3.2750000953674316,3.299999952316284,647300
2024-06-13 20:00:00-04:00,3.259999990463257,3.259999990463257,3.109999895095825,3.130000114440918,694200
2024-06-16 20:00:00-04:00,3.109999895095825,3.1549999713897705,3.0199999809265137,3.140000104904175,1110700
2024-06-17 20:00:00-04:00,3.109999895095825,3.190000057220459,3.0299999713897705,3.0799999237060547,1603400
2024-06-19 20:00:00-04:00,3.049999952316284,3.240000009536743,2.990000009536743,3.200000047683716,1616200
2024-06-20 20:00:00-04:00,3.25,3.2899999618530273,3.1649999618530273,3.240000009536743,1963400
2024-06-23 20:00:00-04:00,3.240000009536743,3.380000114440918,3.2200000286102295,3.2899999618530273,1705700
2024-06-24 20:00:00-04:00,3.309999942779541,3.424999952316284,3.265000104904175,3.390000104904175,1647000
2024-06-25 20:00:00-04:00,3.3499999046325684,3.4489998817443848,3.3299999237060547,3.4100000858306885,1040900
2024-06-26 20:00:00-04:00,3.3299999237060547,3.4800000190734863,3.259999990463257,3.4600000381469727,969400
2024-06-27 20:00:00-04:00,3.5,3.6500000953674316,3.4700000286102295,3.619999885559082,5474600
2024-06-30 20:00:00-04:00,3.700000047683716,3.7200000286102295,3.4809999465942383,3.5999999046325684,2085200
2024-07-01 20:00:00-04:00,3.5999999046325684,3.5999999046325684,3.3399999141693115,3.369999885559082,1215700
2024-07-02 20:00:00-04:00,3.380000114440918,3.430000066757202,3.299999952316284,3.390000104904175,404500
2024-07-04 20:00:00-04:00,3.380000114440918,3.619999885559082,3.3299999237060547,3.5399999618530273,965500
2024-07-07 20:00:00-04:00,3.559999942779541,3.6600000858306885,3.509999990463257,3.609999895095825,1230500
2024-07-08 20:00:00-04:00,3.609999895095825,3.625,3.4700000286102295,3.5399999618530273,978400
2024-07-09 20:00:00-04:00,3.5299999713897705,3.555000066757202,3.4700000286102295,3.5,619300
2024-07-10 20:00:00-04:00,3.6500000953674316,3.940000057220459,3.509999990463257,3.890000104904175,2443800
2024-07-11 20:00:00-04:00,3.9600000381469727,4.170000076293945,3.9100000858306885,4.0,1375100
2024-07-14 20:00:00-04:00,4.019999980926514,4.135000228881836,3.940000057220459,4.03000020980835,1599900
2024-07-15 20:00:00-04:00,4.070000171661377,4.550000190734863,4.070000171661377,4.449999809265137,2452400
2024-07-16 20:00:00-04:00,4.400000095367432,4.650000095367432,4.275000095367432,4.349999904632568,1274000
2024-07-17 20:00:00-04:00,4.400000095367432,4.489999771118164,4.125,4.230000019073486,1018900
2024-07-18 20:00:00-04:00,4.21999979019165,4.269999980926514,4.019999980926514,4.039999961853027,874500
2024-07-21 20:00:00-04:00,4.059999942779541,4.170000076293945,3.944999933242798,4.159999847412109,1126300
2024-07-22 20:00:00-04:00,4.179999828338623,4.329999923706055,4.130000114440918,4.199999809265137,628600
2024-07-23 20:00:00-04:00,4.139999866485596,4.304999828338623,4.074999809265137,4.170000076293945,1676600
2024-07-24 20:00:00-04:00,4.190000057220459,4.519999980926514,4.119999885559082,4.329999923706055,1135700
2024-07-25 20:00:00-04:00,4.449999809265137,4.75,4.349999904632568,4.510000228881836,1376000
2024-07-28 20:00:00-04:00,4.5,4.579999923706055,4.335000038146973,4.440000057220459,1262100
2024-07-29 20:00:00-04:00,4.429999828338623,4.639999866485596,4.429999828338623,4.599999904632568,1035300
2024-07-30 20:00:00-04:00,4.659999847412109,4.809999942779541,4.460000038146973,4.550000190734863,2115400
