Price,Open,High,Low,Close,Volume
Ticker,MED,MED,MED,MED,MED
Date,,,,,
2024-01-01 19:00:00-05:00,67.22000122070312,70.58000183105469,66.9800033569336,70.2300033569336,243900
2024-01-02 19:00:00-05:00,70.0199966430664,70.5,67.58999633789062,68.73999786376953,455900
2024-01-03 19:00:00-05:00,68.55000305175781,68.87000274658203,64.27999877929688,65.02999877929688,389200
2024-01-04 19:00:00-05:00,64.66999816894531,65.2699966430664,63.099998474121094,64.5,147300
2024-01-07 19:00:00-05:00,64.0,67.5,63.86000061035156,67.13999938964844,240200
2024-01-08 19:00:00-05:00,66.2699966430664,66.51000213623047,62.95000076293945,63.06999969482422,318200
2024-01-09 19:00:00-05:00,63.150001525878906,64.69999694824219,63.0,64.37000274658203,256200
2024-01-10 19:00:00-05:00,64.0,64.18000030517578,61.06999969482422,61.630001068115234,345200
2024-01-11 19:00:00-05:00,61.90999984741211,62.59000015258789,61.08000183105469,61.16999816894531,194800
2024-01-15 19:00:00-05:00,61.0,61.06999969482422,55.04999923706055,55.56999969482422,697400
2024-01-16 19:00:00-05:00,55.189998626708984,55.599998474121094,54.369998931884766,55.209999084472656,440400
2024-01-17 19:00:00-05:00,55.040000915527344,55.150001525878906,51.439998626708984,52.040000915527344,714100
2024-01-18 19:00:00-05:00,52.4900016784668,53.900001525878906,51.5,53.279998779296875,836600
2024-01-21 19:00:00-05:00,53.81999969482422,54.97999954223633,53.290000915527344,54.470001220703125,209500
2024-01-22 19:00:00-05:00,54.970001220703125,56.08000183105469,53.59000015258789,54.02000045776367,198700
2024-01-23 19:00:00-05:00,54.939998626708984,55.5,53.08000183105469,53.41999816894531,192900
2024-01-24 19:00:00-05:00,53.540000915527344,55.11000061035156,52.88999938964844,54.880001068115234,205500
2024-01-25 19:00:00-05:00,55.290000915527344,56.20000076293945,54.88999938964844,55.22999954223633,209200
2024-01-28 19:00:00-05:00,55.22999954223633,56.369998931884766,53.29999923706055,55.810001373291016,186800
2024-01-29 19:00:00-05:00,55.0099983215332,57.40999984741211,54.95000076293945,56.869998931884766,278000
2024-01-30 19:00:00-05:00,56.79999923706055,56.79999923706055,54.380001068115234,54.650001525878906,222600
2024-01-31 19:00:00-05:00,55.08000183105469,55.81999969482422,54.45000076293945,54.7599983215332,168400
2024-02-01 19:00:00-05:00,53.88999938964844,54.11000061035156,52.4900016784668,53.040000915527344,206400
2024-02-04 19:00:00-05:00,52.63999938964844,52.689998626708984,51.66999816894531,51.66999816894531,188800
2024-02-05 19:00:00-05:00,51.779998779296875,54.119998931884766,51.66999816894531,53.869998931884766,214300
2024-02-06 19:00:00-05:00,53.88999938964844,54.81999969482422,53.220001220703125,54.04999923706055,193800
2024-02-07 19:00:00-05:00,53.90999984741211,54.880001068115234,53.7599983215332,54.68000030517578,148200
2024-02-08 19:00:00-05:00,54.29999923706055,54.79999923706055,52.959999084472656,53.529998779296875,272500
2024-02-11 19:00:00-05:00,53.52000045776367,56.52000045776367,53.52000045776367,56.130001068115234,248500
2024-02-12 19:00:00-05:00,53.9900016784668,55.189998626708984,52.20000076293945,52.880001068115234,279700
2024-02-13 19:00:00-05:00,53.599998474121094,53.79999923706055,51.65999984741211,52.68000030517578,216500
2024-02-14 19:00:00-05:00,52.5,52.959999084472656,51.209999084472656,51.459999084472656,294800
2024-02-15 19:00:00-05:00,51.20000076293945,52.220001220703125,49.88999938964844,49.9900016784668,357100
2024-02-19 19:00:00-05:00,49.900001525878906,49.900001525878906,47.209999084472656,48.93000030517578,616200
2024-02-20 19:00:00-05:00,44.4900016784668,44.720001220703125,38.790000915527344,40.380001068115234,1240100
