Price,Open,High,Low,Close,Volume
Ticker,SYRS,SYRS,SYRS,SYRS,SYRS
Date,,,,,
2024-01-01 19:00:00-05:00,7.639999866485596,8.170000076293945,7.510000228881836,7.840000152587891,429100
2024-01-02 19:00:00-05:00,7.559999942779541,7.650000095367432,6.75,7.059999942779541,274800
2024-01-03 19:00:00-05:00,7.119999885559082,7.298999786376953,6.639999866485596,6.710000038146973,180100
2024-01-04 19:00:00-05:00,6.570000171661377,7.050000190734863,6.239999771118164,6.860000133514404,165900
2024-01-07 19:00:00-05:00,7.21999979019165,7.21999979019165,6.699999809265137,6.900000095367432,149900
2024-01-08 19:00:00-05:00,6.900000095367432,7.800000190734863,6.679999828338623,7.71999979019165,272900
2024-01-09 19:00:00-05:00,7.75,7.980000019073486,6.929999828338623,7.409999847412109,160400
2024-01-10 19:00:00-05:00,7.300000190734863,7.670000076293945,7.159999847412109,7.309999942779541,122100
2024-01-11 19:00:00-05:00,7.380000114440918,7.510000228881836,7.099999904632568,7.239999771118164,79900
2024-01-15 19:00:00-05:00,7.119999885559082,7.349999904632568,6.964000225067139,7.239999771118164,194300
2024-01-16 19:00:00-05:00,7.230000019073486,7.260000228881836,6.729000091552734,7.059999942779541,240700
2024-01-17 19:00:00-05:00,7.139999866485596,7.139999866485596,6.53000020980835,6.630000114440918,181700
2024-01-18 19:00:00-05:00,6.659999847412109,6.909999847412109,6.269999980926514,6.460000038146973,197400
2024-01-21 19:00:00-05:00,6.460000038146973,6.934999942779541,6.460000038146973,6.860000133514404,181100
2024-01-22 19:00:00-05:00,6.920000076293945,7.209000110626221,6.300000190734863,6.5,606900
2024-01-23 19:00:00-05:00,6.550000190734863,6.909999847412109,6.434000015258789,6.630000114440918,199700
2024-01-24 19:00:00-05:00,6.610000133514404,6.679999828338623,6.360000133514404,6.610000133514404,149600
2024-01-25 19:00:00-05:00,6.630000114440918,6.940000057220459,6.449999809265137,6.869999885559082,128900
2024-01-28 19:00:00-05:00,6.909999847412109,7.579999923706055,6.8979997634887695,7.519999980926514,337100
2024-01-29 19:00:00-05:00,7.539999961853027,7.690000057220459,6.809999942779541,6.929999828338623,250700
2024-01-30 19:00:00-05:00,6.96999979019165,7.650000095367432,6.96999979019165,7.139999866485596,227500
2024-01-31 19:00:00-05:00,7.119999885559082,7.236000061035156,7.010000228881836,7.119999885559082,160100
2024-02-01 19:00:00-05:00,7.119999885559082,7.699999809265137,7.070000171661377,7.650000095367432,166900
2024-02-04 19:00:00-05:00,7.630000114440918,7.630000114440918,7.241000175476074,7.460000038146973,143000
2024-02-05 19:00:00-05:00,7.429999828338623,7.880000114440918,7.230000019073486,7.429999828338623,286700
2024-02-06 19:00:00-05:00,7.460000038146973,7.460000038146973,7.099999904632568,7.159999847412109,182700
2024-02-07 19:00:00-05:00,7.230000019073486,7.230000019073486,6.849999904632568,7.059999942779541,79000
2024-02-08 19:00:00-05:00,7.019999980926514,7.400000095367432,7.019999980926514,7.070000171661377,149000
2024-02-11 19:00:00-05:00,7.130000114440918,7.320000171661377,6.909999847412109,7.03000020980835,105900
2024-02-12 19:00:00-05:00,6.880000114440918,6.942999839782715,6.630000114440918,6.849999904632568,198300
2024-02-13 19:00:00-05:00,6.96999979019165,7.170000076293945,6.809999942779541,7.119999885559082,147300
2024-02-14 19:00:00-05:00,7.159999847412109,7.199999809265137,6.980000019073486,7.079999923706055,125300
2024-02-15 19:00:00-05:00,7.070000171661377,7.409999847412109,6.949999809265137,7.179999828338623,170900
2024-02-19 19:00:00-05:00,7.179999828338623,7.690000057220459,7.179999828338623,7.449999809265137,169500
2024-02-20 19:00:00-05:00,7.449999809265137,7.623000144958496,6.820000171661377,7.039999961853027,140200
2024-02-21 19:00:00-05:00,7.019999980926514,7.190000057220459,6.820000171661377,7.090000152587891,75600
2024-02-22 19:00:00-05:00,7.079999923706055,7.659999847412109,6.960000038146973,7.260000228881836,239900
2024-02-25 19:00:00-05:00,7.21999979019165,7.638999938964844,7.210000038146973,7.489999771118164,153200
2024-02-26 19:00:00-05:00,7.570000171661377,7.960000038146973,7.039999961853027,7.340000152587891,345900
2024-02-27 19:00:00-05:00,7.349999904632568,7.489999771118164,7.099999904632568,7.190000057220459,295700
2024-02-28 19:00:00-05:00,7.230000019073486,7.51200008392334,7.110000133514404,7.260000228881836,267300
2024-02-29 19:00:00-05:00,7.309999942779541,7.900000095367432,7.309999942779541,7.75,415400
2024-03-03 19:00:00-05:00,7.889999866485596,7.900000095367432,7.409999847412109,7.599999904632568,248500
2024-03-04 19:00:00-05:00,7.599999904632568,7.599999904632568,7.034999847412109,7.150000095367432,280000
2024-03-05 19:00:00-05:00,7.170000076293945,7.244999885559082,7.079999923706055,7.130000114440918,127200
2024-03-06 19:00:00-05:00,7.110000133514404,7.179999828338623,6.360000133514404,6.929999828338623,346100
2024-03-07 19:00:00-05:00,6.900000095367432,7.269999980926514,6.75,6.769999980926514,133100
2024-03-10 20:00:00-04:00,6.690000057220459,6.849999904632568,6.510000228881836,6.559999942779541,102100
2024-03-11 20:00:00-04:00,6.510000228881836,6.5879998207092285,6.429999828338623,6.460000038146973,88900
2024-03-12 20:00:00-04:00,6.409999847412109,6.690000057220459,6.409999847412109,6.46999979019165,73800
2024-03-13 20:00:00-04:00,6.489999771118164,6.510000228881836,5.849999904632568,6.03000020980835,209000
2024-03-14 20:00:00-04:00,6.010000228881836,6.198999881744385,5.980000019073486,6.010000228881836,222500
2024-03-17 20:00:00-04:00,6.010000228881836,6.224999904632568,5.99399995803833,6.099999904632568,150000
