Price,Open,High,Low,Close,Volume
Ticker,UA,UA,UA,UA,UA
Date,,,,,
2024-01-01 19:00:00-05:00,8.289999961853027,8.380000114440918,8.180000305175781,8.229999542236328,2194571
2024-01-02 19:00:00-05:00,8.0600004196167,8.09000015258789,7.78000020980835,7.800000190734863,2926603
2024-01-03 19:00:00-05:00,7.739999771118164,7.75,7.550000190734863,7.570000171661377,3177597
2024-01-04 19:00:00-05:00,7.550000190734863,7.724999904632568,7.510000228881836,7.570000171661377,3426369
2024-01-07 19:00:00-05:00,7.610000133514404,7.880000114440918,7.590000152587891,7.849999904632568,2851455
2024-01-08 19:00:00-05:00,7.760000228881836,7.980000019073486,7.739999771118164,7.980000019073486,2265149
2024-01-09 19:00:00-05:00,7.949999809265137,8.0600004196167,7.84499979019165,8.010000228881836,2165575
2024-01-10 19:00:00-05:00,7.960000038146973,7.960000038146973,7.659999847412109,7.820000171661377,2391650
2024-01-11 19:00:00-05:00,7.889999866485596,7.999100208282471,7.590000152587891,7.599999904632568,2652478
2024-01-15 19:00:00-05:00,7.480000019073486,7.5,7.070000171661377,7.159999847412109,6072643
2024-01-16 19:00:00-05:00,7.010000228881836,7.190000057220459,6.920000076293945,7.170000076293945,3217431
2024-01-17 19:00:00-05:00,7.260000228881836,7.289999961853027,7.150000095367432,7.25,2697792
2024-01-18 19:00:00-05:00,7.25,7.320000171661377,7.050000190734863,7.269999980926514,2841056
2024-01-21 19:00:00-05:00,7.269999980926514,7.449999809265137,7.255000114440918,7.429999828338623,4829406
2024-01-22 19:00:00-05:00,7.539999961853027,7.590000152587891,7.360000133514404,7.46999979019165,3162486
2024-01-23 19:00:00-05:00,7.599999904632568,7.599999904632568,7.25,7.260000228881836,3594531
2024-01-24 19:00:00-05:00,7.329999923706055,7.474999904632568,7.295000076293945,7.369999885559082,3274364
2024-01-25 19:00:00-05:00,7.400000095367432,7.519999980926514,7.389999866485596,7.460000038146973,1795264
2024-01-28 19:00:00-05:00,7.460000038146973,7.590000152587891,7.364999771118164,7.570000171661377,2270936
