Price,Open,High,Low,Close,Volume
Ticker,ORCL,ORCL,ORCL,ORCL,ORCL
Date,,,,,
2024-01-01 19:00:00-05:00,104.5199966430664,104.68000030517578,102.44000244140625,104.05999755859375,9597500
2024-01-02 19:00:00-05:00,103.30000305175781,103.37999725341797,101.73999786376953,102.45999908447266,9455600
2024-01-03 19:00:00-05:00,102.7699966430664,103.36000061035156,102.4000015258789,102.58999633789062,6822300
2024-01-04 19:00:00-05:00,102.52999877929688,103.72000122070312,102.29000091552734,102.7300033569336,6131500
2024-01-07 19:00:00-05:00,102.94000244140625,104.7699966430664,102.12999725341797,104.66000366210938,7038700
2024-01-08 19:00:00-05:00,103.8499984741211,104.4800033569336,103.29000091552734,103.62999725341797,6725200
2024-01-09 19:00:00-05:00,103.08999633789062,104.06999969482422,102.72000122070312,103.91999816894531,7270500
2024-01-10 19:00:00-05:00,104.3499984741211,104.83999633789062,103.54000091552734,104.7699966430664,6119000
2024-01-11 19:00:00-05:00,105.0999984741211,106.69999694824219,104.97000122070312,106.5999984741211,9696700
2024-01-15 19:00:00-05:00,106.41000366210938,106.66000366210938,105.41999816894531,106.56999969482422,7547200
2024-01-16 19:00:00-05:00,106.45999908447266,107.5,105.68000030517578,106.43000030517578,7771500
2024-01-17 19:00:00-05:00,106.98999786376953,108.87999725341797,106.62000274658203,108.69999694824219,10362300
2024-01-18 19:00:00-05:00,109.31999969482422,110.22000122070312,109.0199966430664,109.66999816894531,11121300
2024-01-21 19:00:00-05:00,110.05999755859375,110.69000244140625,109.2699966430664,110.0999984741211,7485300
2024-01-22 19:00:00-05:00,110.29000091552734,112.68000030517578,109.55999755859375,111.83000183105469,9185900
2024-01-23 19:00:00-05:00,113.41999816894531,115.41999816894531,113.33000183105469,114.30999755859375,11702700
2024-01-24 19:00:00-05:00,114.88999938964844,116.18000030517578,114.3499984741211,115.0,8877200
2024-01-25 19:00:00-05:00,114.63999938964844,115.4800033569336,114.2699966430664,114.63999938964844,5541800
2024-01-28 19:00:00-05:00,114.19000244140625,114.58999633789062,113.01000213623047,113.75,7014400
2024-01-29 19:00:00-05:00,113.36000061035156,114.4000015258789,112.62999725341797,114.16000366210938,8231900
2024-01-30 19:00:00-05:00,113.80999755859375,114.2699966430664,111.66999816894531,111.69999694824219,7386700
2024-01-31 19:00:00-05:00,112.91000366210938,115.77999877929688,112.55000305175781,115.52999877929688,7882200
2024-02-01 19:00:00-05:00,115.81999969482422,116.48999786376953,115.16000366210938,115.79000091552734,6499400
2024-02-04 19:00:00-05:00,115.52999877929688,116.72000122070312,114.7699966430664,116.38999938964844,8084500
2024-02-05 19:00:00-05:00,116.73999786376953,116.94999694824219,114.9800033569336,115.30000305175781,4637500
2024-02-06 19:00:00-05:00,115.80000305175781,117.58999633789062,115.30000305175781,117.2699966430664,7672900
2024-02-07 19:00:00-05:00,117.08999633789062,117.79000091552734,115.97000122070312,116.68000030517578,4472800
2024-02-08 19:00:00-05:00,117.05999755859375,117.33999633789062,115.7300033569336,116.63999938964844,5787100
2024-02-11 19:00:00-05:00,116.26000213623047,117.0999984741211,115.37999725341797,115.83999633789062,5439600
2024-02-12 19:00:00-05:00,113.79000091552734,114.20999908447266,113.0,113.68000030517578,8171700
2024-02-13 19:00:00-05:00,114.31999969482422,114.72000122070312,113.52999877929688,114.26000213623047,5946100
2024-02-14 19:00:00-05:00,114.25,114.30999755859375,112.56999969482422,112.77999877929688,8455600
2024-02-15 19:00:00-05:00,113.0199966430664,113.11000061035156,111.25,111.30999755859375,8931100
2024-02-19 19:00:00-05:00,110.54000091552734,110.7699966430664,107.68000030517578,108.44999694824219,10975600
2024-02-20 19:00:00-05:00,106.76000213623047,108.37999725341797,106.51000213623047,108.16000366210938,7867600
2024-02-21 19:00:00-05:00,111.48999786376953,111.88999938964844,109.66000366210938,111.01000213623047,8957800
2024-02-22 19:00:00-05:00,112.0,113.37000274658203,111.70999908447266,111.94999694824219,7504500
2024-02-25 19:00:00-05:00,112.0,112.54000091552734,110.93000030517578,110.97000122070312,6342900
2024-02-26 19:00:00-05:00,110.62000274658203,111.51000213623047,109.79000091552734,111.37999725341797,6593100
2024-02-27 19:00:00-05:00,111.26000213623047,112.0199966430664,111.0999984741211,111.68000030517578,5278300
2024-02-28 19:00:00-05:00,111.68000030517578,112.44000244140625,110.63999938964844,111.68000030517578,12193900
2024-02-29 19:00:00-05:00,111.68000030517578,113.94000244140625,111.5199966430664,113.77999877929688,7603700
2024-03-03 19:00:00-05:00,113.58000183105469,114.5999984741211,113.38999938964844,114.05999755859375,6588100
2024-03-04 19:00:00-05:00,112.81999969482422,113.19999694824219,110.37000274658203,110.94000244140625,8242000
2024-03-05 19:00:00-05:00,111.5,113.05000305175781,110.66999816894531,112.2699966430664,6706400
2024-03-06 19:00:00-05:00,113.94000244140625,114.80000305175781,112.29000091552734,114.54000091552734,7670100
2024-03-07 19:00:00-05:00,114.06999969482422,114.33000183105469,111.54000091552734,112.41999816894531,8304100
2024-03-10 20:00:00-04:00,111.61000061035156,114.75,111.18000030517578,114.12999725341797,20438300
2024-03-11 20:00:00-04:00,126.26000213623047,129.3699951171875,124.5999984741211,127.54000091552734,48536100
2024-03-12 20:00:00-04:00,128.0,128.8000030517578,124.83000183105469,125.5199966430664,15870300
2024-03-13 20:00:00-04:00,127.2300033569336,127.80000305175781,124.94000244140625,125.52999877929688,10965900
2024-03-14 20:00:00-04:00,124.04000091552734,126.01000213623047,123.55999755859375,125.54000091552734,17841600
2024-03-17 20:00:00-04:00,127.19999694824219,128.9499969482422,126.87999725341797,127.80000305175781,12231400
2024-03-18 20:00:00-04:00,127.75,129.2100067138672,126.48999786376953,129.19000244140625,10221000
2024-03-19 20:00:00-04:00,129.97999572753906,130.69000244140625,128.27000427246094,129.24000549316406,8373300
2024-03-20 20:00:00-04:00,130.52000427246094,132.77000427246094,128.9499969482422,129.00999450683594,17842400
2024-03-21 20:00:00-04:00,129.00999450683594,129.2100067138672,127.55000305175781,127.79000091552734,6655800
2024-03-24 20:00:00-04:00,127.66999816894531,127.66999816894531,126.05000305175781,126.08000183105469,7446100
2024-03-25 20:00:00-04:00,126.75,126.94000244140625,125.83999633789062,126.47000122070312,7063900
2024-03-26 20:00:00-04:00,127.33000183105469,127.81999969482422,124.47000122070312,125.2699966430664,8115900
2024-03-27 20:00:00-04:00,125.38999938964844,126.16999816894531,125.19999694824219,125.61000061035156,6587400
2024-03-31 20:00:00-04:00,125.54000091552734,126.2699966430664,124.55999755859375,125.4800033569336,4133600
2024-04-01 20:00:00-04:00,124.51000213623047,124.93000030517578,123.43000030517578,124.33999633789062,4862400
2024-04-02 20:00:00-04:00,124.26000213623047,126.41000366210938,124.05999755859375,126.23999786376953,7430000
2024-04-03 20:00:00-04:00,127.5999984741211,127.98999786376953,124.02999877929688,124.19000244140625,7588300
2024-04-04 20:00:00-04:00,124.41999816894531,126.0,124.13999938964844,124.9000015258789,4898100
2024-04-07 20:00:00-04:00,125.0,125.12000274658203,123.76000213623047,124.3499984741211,6119200
2024-04-08 20:00:00-04:00,124.3499984741211,124.75,121.23999786376953,123.2300033569336,5564900
2024-04-09 20:00:00-04:00,121.3499984741211,123.08000183105469,121.31999969482422,121.75,4509900
2024-04-10 20:00:00-04:00,121.72000122070312,123.81999969482422,121.36000061035156,123.23999786376953,7315200
2024-04-11 20:00:00-04:00,121.73999786376953,121.83999633789062,120.41999816894531,121.11000061035156,6189600
2024-04-14 20:00:00-04:00,122.18000030517578,122.47000122070312,119.44000244140625,119.87999725341797,5101500
2024-04-15 20:00:00-04:00,120.08999633789062,121.44000244140625,119.75,120.62000274658203,7000000
2024-04-16 20:00:00-04:00,120.9800033569336,121.04000091552734,118.61000061035156,118.66999816894531,5366600
2024-04-17 20:00:00-04:00,118.76000213623047,118.76000213623047,115.69999694824219,116.0,6662400
2024-04-18 20:00:00-04:00,116.12000274658203,116.7699966430664,114.45999908447266,114.87999725341797,8250300
2024-04-21 20:00:00-04:00,116.02999877929688,116.33999633789062,114.33999633789062,114.52999877929688,7125500
2024-04-22 20:00:00-04:00,115.16999816894531,115.86000061035156,114.75,115.08999633789062,5494800
2024-04-23 20:00:00-04:00,115.37999725341797,115.7300033569336,113.87999725341797,115.33999633789062,5791800
2024-04-24 20:00:00-04:00,113.62999725341797,114.98999786376953,112.77999877929688,114.88999938964844,6796600
