Price,Open,High,Low,Close,Volume
Ticker,LC,LC,LC,LC,LC
Date,,,,,
2024-01-01 19:00:00-05:00,8.579999923706055,8.84000015258789,8.463000297546387,8.65999984741211,1708100
2024-01-02 19:00:00-05:00,8.4399995803833,8.71500015258789,8.329999923706055,8.470000267028809,2024500
2024-01-03 19:00:00-05:00,8.479999542236328,8.6899995803833,8.414999961853027,8.5,1177900
2024-01-04 19:00:00-05:00,8.430000305175781,8.6850004196167,8.359999656677246,8.5600004196167,1260800
2024-01-07 19:00:00-05:00,8.539999961853027,8.914999961853027,8.479999542236328,8.84000015258789,1951500
2024-01-08 19:00:00-05:00,8.65999984741211,8.880000114440918,8.550000190734863,8.720000267028809,1885600
2024-01-09 19:00:00-05:00,8.65999984741211,8.729999542236328,8.515000343322754,8.609999656677246,1427200
2024-01-10 19:00:00-05:00,8.579999923706055,8.579999923706055,8.220000267028809,8.5,2979400
2024-01-11 19:00:00-05:00,8.579999923706055,8.65999984741211,8.220000267028809,8.289999961853027,1475900
2024-01-15 19:00:00-05:00,8.180000305175781,8.220000267028809,7.989999771118164,8.010000228881836,1455000
2024-01-16 19:00:00-05:00,7.78000020980835,7.860000133514404,7.614999771118164,7.840000152587891,2061300
2024-01-17 19:00:00-05:00,7.869999885559082,7.90500020980835,7.635000228881836,7.71999979019165,1422000
2024-01-18 19:00:00-05:00,7.78000020980835,7.994999885559082,7.670000076293945,7.949999809265137,945600
2024-01-21 19:00:00-05:00,8.130000114440918,8.600000381469727,8.074999809265137,8.460000038146973,1804000
2024-01-22 19:00:00-05:00,8.630000114440918,8.720000267028809,8.5600004196167,8.600000381469727,1924300
2024-01-23 19:00:00-05:00,8.789999961853027,8.880000114440918,8.545000076293945,8.65999984741211,1735100
2024-01-24 19:00:00-05:00,8.800000190734863,8.960000038146973,8.699999809265137,8.819999694824219,1728000
2024-01-25 19:00:00-05:00,8.90999984741211,9.130000114440918,8.84000015258789,8.899999618530273,1483500
2024-01-28 19:00:00-05:00,8.979999542236328,9.079999923706055,8.760000228881836,9.0,3033900
