Price,Open,High,Low,Close,Volume
Ticker,YTEN,YTEN,YTEN,YTEN,YTEN
Date,,,,,
2024-01-01 19:00:00-05:00,5.951999187469482,6.119998931884766,5.762399196624756,6.040799140930176,8321
2024-01-02 19:00:00-05:00,6.0719990730285645,6.0719990730285645,5.1359992027282715,5.447999000549316,7026
2024-01-03 19:00:00-05:00,4.963199138641357,5.973598957061768,4.963199138641357,5.954399108886719,5452
2024-01-04 19:00:00-05:00,5.759998798370361,5.879999160766602,5.519999027252197,5.645039081573486,3130
2024-01-07 19:00:00-05:00,5.615999221801758,6.21359920501709,5.615999221801758,5.788798809051514,1703
2024-01-08 19:00:00-05:00,5.788798809051514,5.997599124908447,5.788798809051514,5.807999134063721,2066
2024-01-09 19:00:00-05:00,5.795999050140381,5.855998992919922,5.759998798370361,5.759998798370361,1252
2024-01-10 19:00:00-05:00,5.878798961639404,5.878798961639404,5.306398868560791,5.479198932647705,1528
2024-01-11 19:00:00-05:00,5.366398811340332,5.71199893951416,5.284799098968506,5.709599018096924,1815
2024-01-15 19:00:00-05:00,5.71199893951416,5.71199893951416,5.279998779296875,5.279998779296875,2459
2024-01-16 19:00:00-05:00,5.279998779296875,5.63279914855957,5.279998779296875,5.373599052429199,1918
2024-01-17 19:00:00-05:00,5.373599052429199,5.45759916305542,5.279998779296875,5.2823991775512695,310
2024-01-18 19:00:00-05:00,5.402399063110352,5.402399063110352,4.826398849487305,4.94399881362915,4587
2024-01-21 19:00:00-05:00,4.94399881362915,5.277598857879639,4.679998874664307,4.775999069213867,1649
2024-01-22 19:00:00-05:00,4.958398818969727,5.157598972320557,4.775999069213867,4.799999237060547,2441
2024-01-23 19:00:00-05:00,4.799999237060547,5.037599086761475,4.727999210357666,4.727999210357666,3348
2024-01-24 19:00:00-05:00,4.799999237060547,4.963199138641357,4.439999103546143,4.6319990158081055,2611
2024-01-25 19:00:00-05:00,4.559998989105225,5.253599166870117,4.439999103546143,5.251198768615723,5845
2024-01-28 19:00:00-05:00,5.251198768615723,5.471999168395996,5.039999008178711,5.2559990882873535,3955
2024-01-29 19:00:00-05:00,5.467198848724365,5.517599105834961,4.8047990798950195,5.517599105834961,671
2024-01-30 19:00:00-05:00,5.039999008178711,5.63279914855957,5.039999008178711,5.63279914855957,638
2024-01-31 19:00:00-05:00,5.33759880065918,5.71199893951416,5.131198883056641,5.390398979187012,776
2024-02-01 19:00:00-05:00,5.279998779296875,5.71199893951416,5.159998893737793,5.505599021911621,268
