Price,Open,High,Low,Close,Volume
Ticker,BHR,BHR,BHR,BHR,BHR
Date,,,,,
2024-01-01 19:00:00-05:00,2.5199999809265137,2.630000114440918,2.4800000190734863,2.490000009536743,501500
2024-01-02 19:00:00-05:00,2.4700000286102295,2.4700000286102295,2.3499999046325684,2.440000057220459,445100
2024-01-03 19:00:00-05:00,2.4600000381469727,2.509999990463257,2.440000057220459,2.490000009536743,204200
2024-01-04 19:00:00-05:00,2.4800000190734863,2.549999952316284,2.4600000381469727,2.5,537400
2024-01-07 19:00:00-05:00,2.4800000190734863,2.5299999713897705,2.440000057220459,2.490000009536743,142100
2024-01-08 19:00:00-05:00,2.430000066757202,2.4600000381469727,2.369999885559082,2.4000000953674316,355400
2024-01-09 19:00:00-05:00,2.380000114440918,2.4200000762939453,2.359999895095825,2.390000104904175,239800
2024-01-10 19:00:00-05:00,2.380000114440918,2.4000000953674316,2.309999942779541,2.319999933242798,272400
2024-01-11 19:00:00-05:00,2.380000114440918,2.4000000953674316,2.299999952316284,2.299999952316284,171700
2024-01-15 19:00:00-05:00,2.2799999713897705,2.3399999141693115,2.25,2.259999990463257,164400
2024-01-16 19:00:00-05:00,2.2300000190734863,2.2300000190734863,2.1500000953674316,2.180000066757202,298200
2024-01-17 19:00:00-05:00,2.180000066757202,2.200000047683716,2.140000104904175,2.1700000762939453,343700
2024-01-18 19:00:00-05:00,2.190000057220459,2.319999933242798,2.130000114440918,2.299999952316284,229400
2024-01-21 19:00:00-05:00,2.3299999237060547,2.430000066757202,2.319999933242798,2.390000104904175,226900
2024-01-22 19:00:00-05:00,2.4600000381469727,2.4800000190734863,2.3399999141693115,2.369999885559082,125700
2024-01-23 19:00:00-05:00,2.440000057220459,2.440000057220459,2.2799999713897705,2.2799999713897705,261800
2024-01-24 19:00:00-05:00,2.3499999046325684,2.4200000762939453,2.299999952316284,2.4000000953674316,254100
2024-01-25 19:00:00-05:00,2.430000066757202,2.5199999809265137,2.4000000953674316,2.430000066757202,133200
2024-01-28 19:00:00-05:00,2.4100000858306885,2.4700000286102295,2.390000104904175,2.430000066757202,167000
2024-01-29 19:00:00-05:00,2.4000000953674316,2.4600000381469727,2.359999895095825,2.4200000762939453,171500
2024-01-30 19:00:00-05:00,2.4100000858306885,2.450000047683716,2.2799999713897705,2.2799999713897705,216000
2024-01-31 19:00:00-05:00,2.2899999618530273,2.4000000953674316,2.240000009536743,2.3499999046325684,287300
2024-02-01 19:00:00-05:00,2.2899999618530273,2.3499999046325684,2.259999990463257,2.2899999618530273,166500
2024-02-04 19:00:00-05:00,2.25,2.259999990463257,2.200000047683716,2.2100000381469727,177100
2024-02-05 19:00:00-05:00,2.190000057220459,2.2899999618530273,2.190000057220459,2.25,139400
2024-02-06 19:00:00-05:00,2.2699999809265137,2.2699999809265137,2.1500000953674316,2.1500000953674316,165300
2024-02-07 19:00:00-05:00,2.140000104904175,2.180000066757202,2.130000114440918,2.1500000953674316,147300
2024-02-08 19:00:00-05:00,2.1500000953674316,2.2100000381469727,2.1500000953674316,2.180000066757202,175200
2024-02-11 19:00:00-05:00,2.180000066757202,2.2799999713897705,2.180000066757202,2.240000009536743,218300
2024-02-12 19:00:00-05:00,2.140000104904175,2.1500000953674316,2.069999933242798,2.109999895095825,350700
2024-02-13 19:00:00-05:00,2.1500000953674316,2.190000057220459,2.069999933242798,2.1700000762939453,289400
2024-02-14 19:00:00-05:00,2.180000066757202,2.4600000381469727,2.180000066757202,2.450000047683716,358400
2024-02-15 19:00:00-05:00,2.4100000858306885,2.490000009536743,2.380000114440918,2.4100000858306885,205900
2024-02-19 19:00:00-05:00,2.3299999237060547,2.3499999046325684,2.2300000190734863,2.240000009536743,436900
