Price,Open,High,Low,Close,Volume
Ticker,PWP,PWP,PWP,PWP,PWP
Date,,,,,
2024-01-01 19:00:00-05:00,12.1899995803833,12.369999885559082,11.890000343322754,12.039999961853027,233900
2024-01-02 19:00:00-05:00,12.15999984741211,12.260000228881836,11.5649995803833,11.930000305175781,260200
2024-01-03 19:00:00-05:00,11.829999923706055,12.029999732971191,11.829999923706055,11.890000343322754,176000
2024-01-04 19:00:00-05:00,11.859999656677246,11.960000038146973,11.680000305175781,11.680000305175781,168400
2024-01-07 19:00:00-05:00,11.670000076293945,11.899999618530273,11.552000045776367,11.890000343322754,138400
2024-01-08 19:00:00-05:00,11.229999542236328,11.569999694824219,10.880000114440918,11.229999542236328,557600
2024-01-09 19:00:00-05:00,11.229999542236328,11.34000015258789,10.880000114440918,11.069999694824219,309700
2024-01-10 19:00:00-05:00,11.079999923706055,11.289999961853027,10.760000228881836,10.880000114440918,174100
2024-01-11 19:00:00-05:00,11.050000190734863,11.050000190734863,10.829999923706055,10.949999809265137,233700
2024-01-15 19:00:00-05:00,10.930000305175781,11.369999885559082,10.770000457763672,10.970000267028809,255800
2024-01-16 19:00:00-05:00,10.770000457763672,11.029999732971191,10.729999542236328,10.970000267028809,165800
2024-01-17 19:00:00-05:00,11.039999961853027,11.15999984741211,10.880000114440918,11.010000228881836,142100
2024-01-18 19:00:00-05:00,11.109999656677246,11.329999923706055,10.960000038146973,11.229999542236328,288300
2024-01-21 19:00:00-05:00,11.270000457763672,11.550000190734863,11.25,11.510000228881836,178800
2024-01-22 19:00:00-05:00,11.40999984741211,11.630000114440918,11.359999656677246,11.399999618530273,166300
2024-01-23 19:00:00-05:00,11.520000457763672,11.59000015258789,11.300000190734863,11.3100004196167,93100
2024-01-24 19:00:00-05:00,11.470000267028809,11.5,11.279999732971191,11.3100004196167,97400
2024-01-25 19:00:00-05:00,11.369999885559082,11.449999809265137,11.119999885559082,11.15999984741211,488800
2024-01-28 19:00:00-05:00,11.319999694824219,12.5,11.319999694824219,12.489999771118164,698600
2024-01-29 19:00:00-05:00,12.479999542236328,12.649999618530273,12.199999809265137,12.239999771118164,269400
2024-01-30 19:00:00-05:00,12.1899995803833,12.289999961853027,11.729999542236328,11.75,235400
2024-01-31 19:00:00-05:00,11.770000457763672,11.949999809265137,11.470000267028809,11.729999542236328,161700
2024-02-01 19:00:00-05:00,11.529999732971191,11.845000267028809,11.529999732971191,11.739999771118164,138700
2024-02-04 19:00:00-05:00,11.579999923706055,11.805000305175781,11.479999542236328,11.680000305175781,213200
2024-02-05 19:00:00-05:00,11.619999885559082,11.6899995803833,11.4399995803833,11.6899995803833,259600
2024-02-06 19:00:00-05:00,11.710000038146973,11.930000305175781,11.520999908447266,11.75,185800
2024-02-07 19:00:00-05:00,11.930000305175781,12.529999732971191,11.890000343322754,12.489999771118164,424600
2024-02-08 19:00:00-05:00,12.670000076293945,13.180000305175781,12.539999961853027,12.800000190734863,385600
2024-02-11 19:00:00-05:00,12.8100004196167,13.210000038146973,12.8100004196167,13.130000114440918,205300
2024-02-12 19:00:00-05:00,12.729999542236328,12.850000381469727,12.390000343322754,12.489999771118164,488700
