Price,Open,High,Low,Close,Volume
Ticker,HRB,HRB,HRB,HRB,HRB
Date,,,,,
2024-01-01 19:00:00-05:00,48.369998931884766,49.11000061035156,48.220001220703125,49.0,1243800
2024-01-02 19:00:00-05:00,48.939998626708984,49.13999938964844,47.220001220703125,47.27000045776367,964500
2024-01-03 19:00:00-05:00,47.41999816894531,47.970001220703125,47.279998779296875,47.709999084472656,862100
2024-01-04 19:00:00-05:00,47.54999923706055,47.86000061035156,46.560001373291016,46.77000045776367,1634000
2024-01-07 19:00:00-05:00,46.970001220703125,47.400001525878906,46.75,47.22999954223633,1007600
2024-01-08 19:00:00-05:00,46.9900016784668,46.9900016784668,45.7599983215332,46.47999954223633,672500
2024-01-09 19:00:00-05:00,46.459999084472656,46.63999938964844,46.04999923706055,46.13999938964844,710000
2024-01-10 19:00:00-05:00,46.189998626708984,46.75,45.68000030517578,46.689998626708984,979200
2024-01-11 19:00:00-05:00,46.29999923706055,46.36000061035156,44.959999084472656,45.439998626708984,1457600
2024-01-15 19:00:00-05:00,45.470001220703125,45.790000915527344,45.08000183105469,45.650001525878906,905500
2024-01-16 19:00:00-05:00,45.540000915527344,46.09000015258789,45.290000915527344,45.56999969482422,688700
2024-01-17 19:00:00-05:00,45.529998779296875,45.7400016784668,45.09000015258789,45.619998931884766,707200
2024-01-18 19:00:00-05:00,45.849998474121094,46.7400016784668,45.63999938964844,46.689998626708984,910000
2024-01-21 19:00:00-05:00,46.869998931884766,47.099998474121094,46.459999084472656,47.06999969482422,778500
2024-01-22 19:00:00-05:00,47.099998474121094,47.77000045776367,46.7599983215332,47.77000045776367,727400
2024-01-23 19:00:00-05:00,48.130001068115234,48.25,46.90999984741211,47.11000061035156,868500
2024-01-24 19:00:00-05:00,47.439998626708984,47.709999084472656,47.02000045776367,47.4900016784668,776600
2024-01-25 19:00:00-05:00,47.7400016784668,48.529998779296875,47.650001525878906,47.7400016784668,665800
2024-01-28 19:00:00-05:00,47.66999816894531,48.279998779296875,47.41999816894531,48.2400016784668,625400
2024-01-29 19:00:00-05:00,48.0,48.029998779296875,47.36000061035156,47.38999938964844,903400
2024-01-30 19:00:00-05:00,47.5099983215332,47.5099983215332,46.7599983215332,46.84000015258789,850200
2024-01-31 19:00:00-05:00,46.88999938964844,46.88999938964844,45.880001068115234,46.380001068115234,853500
2024-02-01 19:00:00-05:00,46.189998626708984,46.75,46.06999969482422,46.58000183105469,627300
