Price,Open,High,Low,Close,Volume
Ticker,BKTI,BKTI,BKTI,BKTI,BKTI
Date,,,,,
2024-01-01 19:00:00-05:00,12.300000190734863,12.4399995803833,12.220000267028809,12.430000305175781,3300
2024-01-02 19:00:00-05:00,12.289999961853027,12.300000190734863,12.170000076293945,12.300000190734863,11700
2024-01-03 19:00:00-05:00,12.15999984741211,12.449999809265137,12.15999984741211,12.4399995803833,10000
2024-01-04 19:00:00-05:00,12.289999961853027,13.0,12.289999961853027,12.420000076293945,9100
2024-01-07 19:00:00-05:00,12.449999809265137,12.630000114440918,12.3100004196167,12.399999618530273,6500
2024-01-08 19:00:00-05:00,12.430000305175781,12.449999809265137,12.329999923706055,12.329999923706055,6200
2024-01-09 19:00:00-05:00,12.350000381469727,12.449999809265137,12.350000381469727,12.430000305175781,1600
2024-01-10 19:00:00-05:00,12.4399995803833,12.449999809265137,12.300000190734863,12.300000190734863,18700
2024-01-11 19:00:00-05:00,12.470000267028809,12.470000267028809,12.3100004196167,12.359999656677246,11000
2024-01-15 19:00:00-05:00,12.460000038146973,12.460000038146973,12.430000305175781,12.430000305175781,1200
2024-01-16 19:00:00-05:00,12.430000305175781,12.489999771118164,12.350000381469727,12.430000305175781,9400
2024-01-17 19:00:00-05:00,12.569999694824219,12.630000114440918,12.5,12.5,9200
2024-01-18 19:00:00-05:00,12.40999984741211,12.449999809265137,12.3100004196167,12.420000076293945,7100
2024-01-21 19:00:00-05:00,12.350000381469727,12.460000038146973,12.350000381469727,12.359999656677246,19200
2024-01-22 19:00:00-05:00,12.550000190734863,12.550000190734863,12.5,12.5,7300
2024-01-23 19:00:00-05:00,12.550000190734863,12.720000267028809,12.510000228881836,12.510000228881836,5500
2024-01-24 19:00:00-05:00,12.579999923706055,12.699999809265137,12.579999923706055,12.699999809265137,1400
2024-01-25 19:00:00-05:00,12.800000190734863,13.170000076293945,12.770000457763672,12.770000457763672,21500
2024-01-28 19:00:00-05:00,12.65999984741211,12.880000114440918,12.380000114440918,12.4399995803833,25500
2024-01-29 19:00:00-05:00,12.449999809265137,12.449999809265137,12.069999694824219,12.109999656677246,12500
2024-01-30 19:00:00-05:00,11.930000305175781,12.029999732971191,11.899999618530273,11.899999618530273,4500
2024-01-31 19:00:00-05:00,11.710000038146973,12.380000114440918,11.649999618530273,11.8100004196167,2400
2024-02-01 19:00:00-05:00,12.0,12.710000038146973,12.0,12.710000038146973,1100
2024-02-04 19:00:00-05:00,12.5,12.5600004196167,12.270000457763672,12.270000457763672,900
2024-02-05 19:00:00-05:00,12.270000457763672,12.270000457763672,12.270000457763672,12.270000457763672,700
2024-02-06 19:00:00-05:00,12.0,12.0,11.609999656677246,11.770000457763672,3400
2024-02-07 19:00:00-05:00,11.789999961853027,11.789999961853027,11.0600004196167,11.3100004196167,12700
2024-02-08 19:00:00-05:00,11.489999771118164,11.59000015258789,11.319999694824219,11.59000015258789,7900
2024-02-11 19:00:00-05:00,12.0,12.260000228881836,11.5,11.5,8900
2024-02-12 19:00:00-05:00,11.460000038146973,12.0,11.460000038146973,11.649999618530273,7100
2024-02-13 19:00:00-05:00,11.960000038146973,11.960000038146973,11.380000114440918,11.949999809265137,2700
2024-02-14 19:00:00-05:00,11.5600004196167,11.5600004196167,11.5600004196167,11.5600004196167,700
2024-02-15 19:00:00-05:00,11.600000381469727,11.779999732971191,11.550000190734863,11.779999732971191,1100
2024-02-19 19:00:00-05:00,11.890000343322754,11.890000343322754,11.890000343322754,11.890000343322754,1000
2024-02-20 19:00:00-05:00,11.770000457763672,11.770000457763672,11.770000457763672,11.770000457763672,500
2024-02-21 19:00:00-05:00,11.109999656677246,11.720000267028809,11.109999656677246,11.65999984741211,3500
2024-02-22 19:00:00-05:00,11.569999694824219,11.600000381469727,11.569999694824219,11.600000381469727,500
2024-02-25 19:00:00-05:00,11.600000381469727,11.600000381469727,11.220000267028809,11.329999923706055,1100
2024-02-26 19:00:00-05:00,11.329999923706055,11.859999656677246,11.100000381469727,11.789999961853027,6100
2024-02-27 19:00:00-05:00,11.800000190734863,11.800000190734863,11.75,11.760000228881836,1900
2024-02-28 19:00:00-05:00,12.010000228881836,12.010000228881836,11.729999542236328,11.8100004196167,5700
2024-02-29 19:00:00-05:00,12.010000228881836,12.010000228881836,11.630000114440918,11.8100004196167,1500
2024-03-03 19:00:00-05:00,11.699999809265137,12.010000228881836,11.699999809265137,12.010000228881836,1700
2024-03-04 19:00:00-05:00,12.0600004196167,12.0600004196167,11.800000190734863,11.800000190734863,1600
2024-03-05 19:00:00-05:00,11.710000038146973,12.0,11.710000038146973,12.0,1100
2024-03-06 19:00:00-05:00,11.989999771118164,12.0,11.989999771118164,11.989999771118164,500
2024-03-07 19:00:00-05:00,12.029999732971191,12.109999656677246,11.5,11.670000076293945,10500
2024-03-10 20:00:00-04:00,11.34000015258789,11.600000381469727,11.300000190734863,11.300000190734863,2900
2024-03-11 20:00:00-04:00,11.210000038146973,11.600000381469727,11.149999618530273,11.149999618530273,5300
2024-03-12 20:00:00-04:00,11.25,11.859999656677246,11.25,11.5,3100
2024-03-13 20:00:00-04:00,12.5,13.75,12.25,12.25,97600
2024-03-14 20:00:00-04:00,13.0,13.140000343322754,12.609999656677246,12.819999694824219,14300
2024-03-17 20:00:00-04:00,13.1899995803833,13.779999732971191,12.5,13.25,38800
2024-03-18 20:00:00-04:00,13.260000228881836,14.600000381469727,13.029999732971191,14.0,55400
2024-03-19 20:00:00-04:00,13.529999732971191,15.5,13.529999732971191,14.100000381469727,70100
2024-03-20 20:00:00-04:00,14.600000381469727,15.399999618530273,14.25,15.199999809265137,23600
2024-03-21 20:00:00-04:00,14.979999542236328,15.050000190734863,14.609999656677246,14.899999618530273,5800
2024-03-24 20:00:00-04:00,15.100000381469727,15.699999809265137,14.300000190734863,14.770000457763672,34500
2024-03-25 20:00:00-04:00,14.90999984741211,15.5,14.550000190734863,14.550000190734863,7300
2024-03-26 20:00:00-04:00,15.3100004196167,15.3100004196167,13.800000190734863,14.520000457763672,15400
2024-03-27 20:00:00-04:00,14.350000381469727,15.329999923706055,14.350000381469727,14.600000381469727,14200
2024-03-31 20:00:00-04:00,14.800000190734863,15.550000190734863,14.170000076293945,14.90999984741211,9100
2024-04-01 20:00:00-04:00,15.3100004196167,15.3100004196167,14.239999771118164,14.489999771118164,19100
2024-04-02 20:00:00-04:00,14.569999694824219,16.579999923706055,14.569999694824219,15.829999923706055,42300
2024-04-03 20:00:00-04:00,15.949999809265137,16.540000915527344,14.100000381469727,14.100000381469727,95700
2024-04-04 20:00:00-04:00,14.3100004196167,15.380000114440918,14.3100004196167,14.789999961853027,14300
2024-04-07 20:00:00-04:00,15.149999618530273,15.149999618530273,14.170000076293945,14.170000076293945,19400
2024-04-08 20:00:00-04:00,14.460000038146973,14.710000038146973,14.15999984741211,14.399999618530273,10700
2024-04-09 20:00:00-04:00,14.300000190734863,14.529999732971191,14.0,14.529999732971191,3900
2024-04-10 20:00:00-04:00,14.15999984741211,14.5600004196167,14.15999984741211,14.449999809265137,10000
2024-04-11 20:00:00-04:00,14.199999809265137,14.569999694824219,13.760000228881836,13.8100004196167,8800
2024-04-14 20:00:00-04:00,14.210000038146973,14.390000343322754,13.600000381469727,13.789999961853027,11900
2024-04-15 20:00:00-04:00,13.65999984741211,14.119999885559082,13.609999656677246,14.010000228881836,5800
2024-04-16 20:00:00-04:00,13.699999809265137,14.010000228881836,13.050000190734863,13.050000190734863,41100
2024-04-17 20:00:00-04:00,13.5,13.670000076293945,13.34000015258789,13.539999961853027,11200
2024-04-18 20:00:00-04:00,13.720000267028809,13.779999732971191,13.079999923706055,13.359999656677246,20900
2024-04-21 20:00:00-04:00,13.5,14.359999656677246,13.5,13.600000381469727,28300
2024-04-22 20:00:00-04:00,13.880000114440918,14.239999771118164,13.880000114440918,14.239999771118164,1200
2024-04-23 20:00:00-04:00,14.010000228881836,14.5,13.680000305175781,13.680000305175781,22000
2024-04-24 20:00:00-04:00,13.680000305175781,14.649999618530273,13.680000305175781,14.0,21100
2024-04-25 20:00:00-04:00,14.220000267028809,14.550000190734863,14.0,14.149999618530273,10600
2024-04-28 20:00:00-04:00,14.369999885559082,14.399999618530273,13.800000190734863,13.979999542236328,16600
2024-04-29 20:00:00-04:00,14.1899995803833,14.25,13.84000015258789,14.0600004196167,15400
2024-04-30 20:00:00-04:00,13.859999656677246,14.140000343322754,13.84000015258789,14.0600004196167,15100
2024-05-01 20:00:00-04:00,14.989999771118164,14.989999771118164,14.079999923706055,14.510000228881836,28500
2024-05-02 20:00:00-04:00,15.0600004196167,15.25,14.039999961853027,14.90999984741211,178700
