Price,Open,High,Low,Close,Volume
Ticker,UVSP,UVSP,UVSP,UVSP,UVSP
Date,,,,,
2024-01-01 19:00:00-05:00,21.799999237060547,22.34000015258789,21.75,21.989999771118164,63000
2024-01-02 19:00:00-05:00,21.90999984741211,21.90999984741211,21.059999465942383,21.100000381469727,111000
2024-01-03 19:00:00-05:00,21.219999313354492,21.450000762939453,21.030000686645508,21.040000915527344,91000
2024-01-04 19:00:00-05:00,20.920000076293945,21.290000915527344,20.760000228881836,20.989999771118164,183500
2024-01-07 19:00:00-05:00,20.989999771118164,20.989999771118164,20.5,20.850000381469727,133100
2024-01-08 19:00:00-05:00,20.59000015258789,20.6299991607666,20.25,20.3700008392334,441400
2024-01-09 19:00:00-05:00,20.350000381469727,20.790000915527344,20.260000228881836,20.59000015258789,219500
2024-01-10 19:00:00-05:00,20.3700008392334,20.8700008392334,20.1299991607666,20.450000762939453,109100
2024-01-11 19:00:00-05:00,20.6200008392334,21.100000381469727,20.200000762939453,20.260000228881836,81100
2024-01-15 19:00:00-05:00,19.979999542236328,20.149999618530273,19.8799991607666,20.06999969482422,132700
2024-01-16 19:00:00-05:00,19.739999771118164,20.149999618530273,19.739999771118164,19.989999771118164,74900
2024-01-17 19:00:00-05:00,20.059999465942383,20.149999618530273,19.8700008392334,20.010000228881836,56300
2024-01-18 19:00:00-05:00,20.15999984741211,20.31999969482422,19.889999389648438,20.280000686645508,74800
2024-01-21 19:00:00-05:00,20.510000228881836,21.1200008392334,20.510000228881836,21.110000610351562,103600
2024-01-22 19:00:00-05:00,21.270000457763672,21.299999237060547,20.790000915527344,20.899999618530273,72600
2024-01-23 19:00:00-05:00,21.06999969482422,21.3700008392334,20.770000457763672,20.8799991607666,71300
2024-01-24 19:00:00-05:00,21.940000534057617,21.940000534057617,20.190000534057617,21.31999969482422,133500
2024-01-25 19:00:00-05:00,21.34000015258789,21.969999313354492,21.34000015258789,21.799999237060547,111900
2024-01-28 19:00:00-05:00,21.770000457763672,22.06999969482422,19.809999465942383,21.860000610351562,126100
2024-01-29 19:00:00-05:00,21.809999465942383,22.170000076293945,21.68000030517578,22.059999465942383,359700
2024-01-30 19:00:00-05:00,21.649999618530273,22.290000915527344,21.239999771118164,21.239999771118164,203900
2024-01-31 19:00:00-05:00,21.389999389648438,21.639999389648438,20.309999465942383,20.81999969482422,126800
2024-02-01 19:00:00-05:00,20.43000030517578,20.739999771118164,20.18000030517578,20.360000610351562,107200
2024-02-04 19:00:00-05:00,20.25,20.25,19.780000686645508,19.969999313354492,123200
