Price,Open,High,Low,Close,Volume
Ticker,CCS,CCS,CCS,CCS,CCS
Date,,,,,
2024-01-01 19:00:00-05:00,89.88999938964844,90.34500122070312,87.9800033569336,89.02999877929688,251600
2024-01-02 19:00:00-05:00,87.41999816894531,87.6050033569336,85.58000183105469,85.66000366210938,213500
2024-01-03 19:00:00-05:00,85.95999908447266,86.36000061035156,84.81999969482422,84.95999908447266,262600
2024-01-04 19:00:00-05:00,84.16999816894531,86.7699966430664,83.12999725341797,85.2699966430664,180300
2024-01-07 19:00:00-05:00,85.73999786376953,87.33999633789062,85.4800033569336,87.11000061035156,138600
2024-01-08 19:00:00-05:00,85.5999984741211,86.93000030517578,85.34200286865234,86.5,131000
2024-01-09 19:00:00-05:00,86.5,88.2699966430664,86.5,87.7699966430664,209400
2024-01-10 19:00:00-05:00,86.83000183105469,87.625,85.56999969482422,87.5199966430664,126800
2024-01-11 19:00:00-05:00,88.3499984741211,88.3499984741211,85.6500015258789,86.37000274658203,82400
2024-01-15 19:00:00-05:00,85.5999984741211,85.5999984741211,84.41999816894531,85.0199966430664,158100
2024-01-16 19:00:00-05:00,83.80000305175781,85.55000305175781,83.69999694824219,85.37999725341797,131100
2024-01-17 19:00:00-05:00,86.98999786376953,87.93000030517578,85.76000213623047,87.0,141600
2024-01-18 19:00:00-05:00,87.16000366210938,88.75,86.12999725341797,88.4800033569336,161100
2024-01-21 19:00:00-05:00,89.4800033569336,91.18000030517578,89.37000274658203,90.95999908447266,172900
2024-01-22 19:00:00-05:00,90.0,91.13999938964844,85.44000244140625,86.0,293400
2024-01-23 19:00:00-05:00,87.08000183105469,87.48999786376953,84.0199966430664,84.98999786376953,253100
2024-01-24 19:00:00-05:00,86.66000366210938,87.05000305175781,85.5770034790039,86.98999786376953,296000
2024-01-25 19:00:00-05:00,87.33999633789062,87.79499816894531,86.01000213623047,86.45999908447266,265600
2024-01-28 19:00:00-05:00,86.66999816894531,88.98999786376953,86.25,88.37999725341797,318300
2024-01-29 19:00:00-05:00,88.41999816894531,89.86000061035156,87.88999938964844,88.66000366210938,229900
2024-01-30 19:00:00-05:00,88.04000091552734,89.3550033569336,86.23999786376953,86.69999694824219,243100
2024-01-31 19:00:00-05:00,92.0,95.06999969482422,89.37000274658203,93.27999877929688,518500
2024-02-01 19:00:00-05:00,91.51000213623047,93.86000061035156,90.16999816894531,93.1500015258789,379000
