Price,Open,High,Low,Close,Volume
Ticker,IEX,IEX,IEX,IEX,IEX
Date,,,,,
2024-01-01 19:00:00-05:00,215.08999633789062,217.11000061035156,214.02999877929688,215.0500030517578,307200
2024-01-02 19:00:00-05:00,213.97000122070312,215.44000244140625,211.8699951171875,212.27999877929688,476900
2024-01-03 19:00:00-05:00,212.3699951171875,213.9199981689453,211.1300048828125,211.17999267578125,699100
2024-01-04 19:00:00-05:00,211.1300048828125,212.67999267578125,210.14999389648438,211.17999267578125,400900
2024-01-07 19:00:00-05:00,210.94000244140625,210.94000244140625,207.8800048828125,210.82000732421875,281100
2024-01-08 19:00:00-05:00,209.72999572753906,210.25,207.91000366210938,209.97999572753906,227400
2024-01-09 19:00:00-05:00,209.50999450683594,210.50999450683594,208.75,209.6199951171875,254100
2024-01-10 19:00:00-05:00,209.07000732421875,209.07000732421875,205.47999572753906,208.5800018310547,229000
2024-01-11 19:00:00-05:00,209.72000122070312,211.1199951171875,206.3800048828125,206.91000366210938,277500
2024-01-15 19:00:00-05:00,205.5500030517578,206.3300018310547,203.3800048828125,205.77000427246094,382700
2024-01-16 19:00:00-05:00,204.0500030517578,206.38999938964844,204.0500030517578,205.0399932861328,449900
2024-01-17 19:00:00-05:00,205.05999755859375,205.80999755859375,202.85000610351562,205.3300018310547,379700
2024-01-18 19:00:00-05:00,205.6999969482422,207.5500030517578,204.38999938964844,207.0399932861328,292600
2024-01-21 19:00:00-05:00,208.4499969482422,209.17999267578125,206.82000732421875,207.44000244140625,286100
2024-01-22 19:00:00-05:00,208.58999633789062,209.33999633789062,206.7100067138672,209.22000122070312,268300
2024-01-23 19:00:00-05:00,210.3800048828125,211.5,205.58999633789062,205.69000244140625,465700
2024-01-24 19:00:00-05:00,207.25,207.8800048828125,204.99000549316406,207.77999877929688,304300
2024-01-25 19:00:00-05:00,207.77999877929688,209.39999389648438,207.72000122070312,209.14999389648438,280800
2024-01-28 19:00:00-05:00,208.52000427246094,212.1699981689453,207.89999389648438,212.14999389648438,417400
2024-01-29 19:00:00-05:00,211.3300018310547,214.35000610351562,211.25,213.6699981689453,329100
2024-01-30 19:00:00-05:00,214.39999389648438,214.72000122070312,211.49000549316406,211.5,612300
2024-01-31 19:00:00-05:00,213.0,222.63999938964844,211.99000549316406,220.17999267578125,920000
2024-02-01 19:00:00-05:00,219.30999755859375,222.14999389648438,218.83999633789062,220.72000122070312,463500
2024-02-04 19:00:00-05:00,218.8300018310547,219.89999389648438,216.80999755859375,218.22000122070312,367900
2024-02-05 19:00:00-05:00,218.39999389648438,220.07000732421875,217.08999633789062,218.88999938964844,459300
2024-02-06 19:00:00-05:00,222.5399932861328,227.5399932861328,212.9600067138672,222.4199981689453,1360600
2024-02-07 19:00:00-05:00,225.6999969482422,226.4600067138672,222.02999877929688,225.8300018310547,657200
2024-02-08 19:00:00-05:00,225.8300018310547,228.27999877929688,225.22000122070312,228.1999969482422,460000
2024-02-11 19:00:00-05:00,228.10000610351562,229.38999938964844,226.82000732421875,226.97000122070312,490700
2024-02-12 19:00:00-05:00,225.08999633789062,225.44000244140625,222.6999969482422,224.27000427246094,424400
