Price,Open,High,Low,Close,Volume
Ticker,CACC,CACC,CACC,CACC,CACC
Date,,,,,
2024-01-01 19:00:00-05:00,523.5399780273438,541.4099731445312,522.8099975585938,540.1099853515625,71600
2024-01-02 19:00:00-05:00,531.5800170898438,533.0,520.8699951171875,522.2100219726562,70600
2024-01-03 19:00:00-05:00,522.0,525.989990234375,518.75,521.1500244140625,47400
2024-01-04 19:00:00-05:00,520.0,537.4199829101562,517.6199951171875,534.27001953125,101400
2024-01-07 19:00:00-05:00,534.780029296875,544.27001953125,534.780029296875,539.3900146484375,68200
2024-01-08 19:00:00-05:00,531.219970703125,539.0599975585938,531.2100219726562,533.9600219726562,70100
2024-01-09 19:00:00-05:00,533.9600219726562,538.3400268554688,532.6500244140625,538.0599975585938,74900
2024-01-10 19:00:00-05:00,538.0599975585938,540.8900146484375,530.469970703125,535.7000122070312,70100
2024-01-11 19:00:00-05:00,537.280029296875,539.6400146484375,521.739990234375,523.989990234375,81300
2024-01-15 19:00:00-05:00,519.4000244140625,524.75,514.5900268554688,521.25,49800
2024-01-16 19:00:00-05:00,513.0,517.0399780273438,510.5199890136719,516.260009765625,57000
2024-01-17 19:00:00-05:00,518.22998046875,518.22998046875,508.1400146484375,516.4299926757812,54000
2024-01-18 19:00:00-05:00,520.719970703125,534.6699829101562,516.0499877929688,531.75,77200
2024-01-21 19:00:00-05:00,538.7100219726562,550.0,533.1400146484375,538.9000244140625,96500
2024-01-22 19:00:00-05:00,543.4000244140625,547.0700073242188,533.969970703125,544.030029296875,71900
2024-01-23 19:00:00-05:00,547.0900268554688,554.9199829101562,546.97998046875,549.2000122070312,65400
2024-01-24 19:00:00-05:00,556.5800170898438,559.7000122070312,548.5399780273438,550.6699829101562,47900
2024-01-25 19:00:00-05:00,551.010009765625,556.1199951171875,549.2999877929688,550.52001953125,48400
2024-01-28 19:00:00-05:00,551.8300170898438,558.3400268554688,545.1699829101562,557.6199951171875,96100
2024-01-29 19:00:00-05:00,556.5700073242188,557.0700073242188,552.0700073242188,554.3200073242188,49900
2024-01-30 19:00:00-05:00,552.6300048828125,558.3200073242188,539.1099853515625,541.0700073242188,99700
2024-01-31 19:00:00-05:00,568.0,616.6599731445312,568.0,581.3900146484375,205100
2024-02-01 19:00:00-05:00,579.97998046875,591.3900146484375,575.3400268554688,582.4199829101562,114500
2024-02-04 19:00:00-05:00,575.5999755859375,575.5999755859375,559.1500244140625,564.8499755859375,88100
2024-02-05 19:00:00-05:00,566.3800048828125,570.9600219726562,548.6599731445312,554.510009765625,66100
2024-02-06 19:00:00-05:00,557.280029296875,558.8400268554688,541.0,551.47998046875,74500
2024-02-07 19:00:00-05:00,547.6300048828125,557.5900268554688,547.6300048828125,555.9299926757812,43100
2024-02-08 19:00:00-05:00,556.8400268554688,559.6799926757812,549.2100219726562,551.8699951171875,48600
2024-02-11 19:00:00-05:00,555.2100219726562,566.989990234375,555.2100219726562,560.8300170898438,52600
2024-02-12 19:00:00-05:00,548.0,562.4600219726562,547.0399780273438,555.6500244140625,70900
2024-02-13 19:00:00-05:00,561.0,562.760009765625,555.0599975585938,556.52001953125,43400
2024-02-14 19:00:00-05:00,562.739990234375,577.8400268554688,561.1599731445312,566.3800048828125,47700
