Price,Open,High,Low,Close,Volume
Ticker,RKT,RKT,RKT,RKT,RKT
Date,,,,,
2024-01-01 19:00:00-05:00,14.220000267028809,14.380000114440918,13.930000305175781,14.279999732971191,2471200
2024-01-02 19:00:00-05:00,13.5600004196167,13.710000038146973,12.753000259399414,13.34000015258789,5754600
2024-01-03 19:00:00-05:00,12.920000076293945,13.109999656677246,12.595000267028809,12.670000076293945,5221600
2024-01-04 19:00:00-05:00,12.5600004196167,12.9399995803833,12.529999732971191,12.630000114440918,2608000
2024-01-07 19:00:00-05:00,12.6899995803833,13.100000381469727,12.600000381469727,12.970000267028809,2434300
2024-01-08 19:00:00-05:00,12.75,12.989999771118164,12.699999809265137,12.819999694824219,1821700
2024-01-09 19:00:00-05:00,12.770000457763672,12.890000343322754,12.442000389099121,12.6899995803833,1721400
2024-01-10 19:00:00-05:00,12.619999885559082,12.656999588012695,12.119999885559082,12.460000038146973,1928700
2024-01-11 19:00:00-05:00,12.5600004196167,12.649999618530273,12.1899995803833,12.279999732971191,1772300
2024-01-15 19:00:00-05:00,11.789999961853027,12.15999984741211,11.75,11.970000267028809,2543900
2024-01-16 19:00:00-05:00,11.6899995803833,11.760000228881836,11.295000076293945,11.479999542236328,2689900
2024-01-17 19:00:00-05:00,11.640000343322754,11.699999809265137,11.3100004196167,11.579999923706055,3214300
2024-01-18 19:00:00-05:00,11.59000015258789,12.225000381469727,11.449999809265137,12.220000267028809,3119900
2024-01-21 19:00:00-05:00,12.369999885559082,12.984999656677246,12.239999771118164,12.489999771118164,2934600
2024-01-22 19:00:00-05:00,12.510000228881836,12.640000343322754,12.3100004196167,12.359999656677246,1704000
2024-01-23 19:00:00-05:00,12.59000015258789,12.6899995803833,11.989999771118164,12.0,3639200
2024-01-24 19:00:00-05:00,12.210000038146973,12.225000381469727,12.005000114440918,12.130000114440918,1365900
2024-01-25 19:00:00-05:00,12.130000114440918,12.460000038146973,12.130000114440918,12.239999771118164,1297300
2024-01-28 19:00:00-05:00,12.300000190734863,12.805000305175781,12.289999961853027,12.800000190734863,1987300
2024-01-29 19:00:00-05:00,12.739999771118164,12.890000343322754,12.65999984741211,12.670000076293945,1619900
2024-01-30 19:00:00-05:00,12.529999732971191,12.989999771118164,12.289999961853027,12.3100004196167,2130600
2024-01-31 19:00:00-05:00,12.430000305175781,12.75,12.039999961853027,12.680000305175781,1764300
2024-02-01 19:00:00-05:00,12.369999885559082,12.600000381469727,12.15999984741211,12.510000228881836,1877000
2024-02-04 19:00:00-05:00,12.239999771118164,12.239999771118164,11.404999732971191,11.539999961853027,3028400
