Price,Open,High,Low,Close,Volume
Ticker,HWC,HWC,HWC,HWC,HWC
Date,,,,,
2024-01-01 19:00:00-05:00,48.11000061035156,49.099998474121094,48.0,48.459999084472656,527900
2024-01-02 19:00:00-05:00,47.91999816894531,47.91999816894531,46.70000076293945,46.810001373291016,559500
2024-01-03 19:00:00-05:00,46.880001068115234,47.220001220703125,45.029998779296875,46.4900016784668,431700
2024-01-04 19:00:00-05:00,45.849998474121094,47.13999938964844,45.72999954223633,46.599998474121094,585800
2024-01-07 19:00:00-05:00,46.70000076293945,47.119998931884766,46.29999923706055,47.08000183105469,349300
2024-01-08 19:00:00-05:00,46.25,46.93000030517578,46.13999938964844,46.619998931884766,419800
2024-01-09 19:00:00-05:00,46.529998779296875,46.650001525878906,46.060001373291016,46.61000061035156,485400
2024-01-10 19:00:00-05:00,46.22999954223633,46.369998931884766,45.20000076293945,46.0,690600
2024-01-11 19:00:00-05:00,46.540000915527344,46.7400016784668,44.939998626708984,45.59000015258789,432600
2024-01-15 19:00:00-05:00,44.779998779296875,45.099998474121094,44.16999816894531,44.36000061035156,1035300
2024-01-16 19:00:00-05:00,43.65999984741211,45.81999969482422,43.52000045776367,44.56999969482422,990400
2024-01-17 19:00:00-05:00,44.790000915527344,45.540000915527344,44.400001525878906,44.77000045776367,502300
2024-01-18 19:00:00-05:00,45.02000045776367,45.95000076293945,44.38999938964844,45.91999816894531,464800
2024-01-21 19:00:00-05:00,46.43000030517578,47.599998474121094,46.290000915527344,47.5,527800
2024-01-22 19:00:00-05:00,47.9900016784668,48.0099983215332,46.599998474121094,46.66999816894531,369100
2024-01-23 19:00:00-05:00,46.91999816894531,47.63999938964844,46.689998626708984,47.189998626708984,326500
2024-01-24 19:00:00-05:00,47.95000076293945,48.04999923706055,46.310001373291016,46.9900016784668,414000
2024-01-25 19:00:00-05:00,47.08000183105469,47.61000061035156,46.95000076293945,47.15999984741211,274700
2024-01-28 19:00:00-05:00,47.0099983215332,47.86000061035156,46.86000061035156,47.84000015258789,341900
2024-01-29 19:00:00-05:00,47.83000183105469,47.83000183105469,46.88999938964844,46.959999084472656,365400
2024-01-30 19:00:00-05:00,46.18000030517578,47.06999969482422,44.9900016784668,45.11000061035156,470300
2024-01-31 19:00:00-05:00,45.369998931884766,45.5,41.689998626708984,43.060001373291016,1529700
2024-02-01 19:00:00-05:00,42.22999954223633,43.40999984741211,42.09000015258789,43.119998931884766,762600
2024-02-04 19:00:00-05:00,42.650001525878906,42.779998779296875,42.11000061035156,42.290000915527344,894000
2024-02-05 19:00:00-05:00,42.34000015258789,42.81999969482422,41.630001068115234,42.060001373291016,411000
2024-02-06 19:00:00-05:00,41.91999816894531,42.93000030517578,41.189998626708984,42.599998474121094,502200
2024-02-07 19:00:00-05:00,42.33000183105469,42.7599983215332,42.0099983215332,42.400001525878906,366500
2024-02-08 19:00:00-05:00,42.540000915527344,43.22999954223633,41.91999816894531,43.11000061035156,314300
2024-02-11 19:00:00-05:00,43.13999938964844,44.72999954223633,43.099998474121094,44.220001220703125,345800
2024-02-12 19:00:00-05:00,42.47999954223633,43.5,41.43000030517578,42.189998626708984,669800
2024-02-13 19:00:00-05:00,42.75,42.970001220703125,42.0099983215332,42.7599983215332,325400
2024-02-14 19:00:00-05:00,43.0099983215332,44.68000030517578,43.0099983215332,44.560001373291016,459400
2024-02-15 19:00:00-05:00,43.93000030517578,44.27000045776367,43.5,43.86000061035156,379200
2024-02-19 19:00:00-05:00,43.040000915527344,44.38999938964844,43.040000915527344,43.88999938964844,413700
2024-02-20 19:00:00-05:00,43.59000015258789,43.970001220703125,43.279998779296875,43.880001068115234,761100
2024-02-21 19:00:00-05:00,43.70000076293945,44.209999084472656,43.060001373291016,43.310001373291016,546100
2024-02-22 19:00:00-05:00,43.15999984741211,43.70000076293945,42.70000076293945,43.09000015258789,297900
2024-02-25 19:00:00-05:00,42.720001220703125,43.34000015258789,42.36000061035156,42.75,344400
2024-02-26 19:00:00-05:00,43.18000030517578,43.47999954223633,42.810001373291016,43.08000183105469,255200
2024-02-27 19:00:00-05:00,42.630001068115234,43.06999969482422,42.45000076293945,42.45000076293945,325100
2024-02-28 19:00:00-05:00,43.459999084472656,44.13999938964844,43.31999969482422,43.599998474121094,467100
