Price,Open,High,Low,Close,Volume
Ticker,ROP,ROP,ROP,ROP,ROP
Date,,,,,
2024-01-01 19:00:00-05:00,542.3800048828125,545.239990234375,530.9299926757812,534.489990234375,618500
2024-01-02 19:00:00-05:00,534.489990234375,537.4299926757812,530.7999877929688,531.0,488400
2024-01-03 19:00:00-05:00,526.0,530.9500122070312,523.510009765625,524.1699829101562,601000
2024-01-04 19:00:00-05:00,525.0,526.6500244140625,521.7000122070312,523.0700073242188,444000
2024-01-07 19:00:00-05:00,522.3200073242188,529.3499755859375,522.0599975585938,528.780029296875,509200
2024-01-08 19:00:00-05:00,528.77001953125,533.030029296875,526.9299926757812,531.52001953125,373000
2024-01-09 19:00:00-05:00,528.969970703125,531.3200073242188,527.3599853515625,530.2999877929688,401400
2024-01-10 19:00:00-05:00,529.8699951171875,532.8599853515625,528.1900024414062,532.4000244140625,336300
2024-01-11 19:00:00-05:00,535.8800048828125,535.8800048828125,531.0599975585938,534.1900024414062,435000
2024-01-15 19:00:00-05:00,532.47998046875,537.530029296875,531.3800048828125,537.27001953125,428800
2024-01-16 19:00:00-05:00,535.6799926757812,540.0,532.5599975585938,537.1900024414062,427400
2024-01-17 19:00:00-05:00,535.010009765625,542.219970703125,533.6699829101562,541.9400024414062,425000
2024-01-18 19:00:00-05:00,543.2999877929688,548.52001953125,541.3200073242188,548.489990234375,427300
2024-01-21 19:00:00-05:00,550.0,553.4000244140625,547.8900146484375,549.9099731445312,449200
2024-01-22 19:00:00-05:00,550.0,553.2000122070312,545.9000244140625,552.8099975585938,304000
2024-01-23 19:00:00-05:00,553.4199829101562,554.22998046875,547.3200073242188,547.77001953125,353600
2024-01-24 19:00:00-05:00,552.1900024414062,553.3699951171875,548.260009765625,551.7000122070312,884500
2024-01-25 19:00:00-05:00,552.9400024414062,553.0800170898438,546.4000244140625,549.6799926757812,426300
2024-01-28 19:00:00-05:00,549.3099975585938,556.1599731445312,548.72998046875,555.9299926757812,413000
2024-01-29 19:00:00-05:00,558.260009765625,562.6900024414062,555.1400146484375,561.5700073242188,621300
2024-01-30 19:00:00-05:00,527.47998046875,549.3200073242188,525.1799926757812,537.0,993200
2024-01-31 19:00:00-05:00,538.5700073242188,546.260009765625,534.8099975585938,545.8099975585938,561900
2024-02-01 19:00:00-05:00,544.0999755859375,551.27001953125,538.5399780273438,549.6199951171875,489600
2024-02-04 19:00:00-05:00,548.7899780273438,549.5700073242188,542.0599975585938,545.8900146484375,335600
2024-02-05 19:00:00-05:00,548.3699951171875,548.3699951171875,541.8699951171875,545.2999877929688,348600
2024-02-06 19:00:00-05:00,550.0,550.6400146484375,546.8099975585938,548.6900024414062,413600
2024-02-07 19:00:00-05:00,550.8400268554688,553.0800170898438,540.3800048828125,545.3400268554688,508800
2024-02-08 19:00:00-05:00,548.489990234375,550.77001953125,545.1099853515625,550.260009765625,388000
2024-02-11 19:00:00-05:00,548.8499755859375,548.8499755859375,540.02001953125,542.3099975585938,343900
2024-02-12 19:00:00-05:00,536.7999877929688,538.0900268554688,532.030029296875,535.4199829101562,433400
2024-02-13 19:00:00-05:00,535.9000244140625,541.9099731445312,534.5499877929688,541.7100219726562,460900
2024-02-14 19:00:00-05:00,543.1599731445312,548.9299926757812,538.2899780273438,547.97998046875,420600
2024-02-15 19:00:00-05:00,549.9500122070312,550.4299926757812,543.989990234375,545.5700073242188,552700
2024-02-19 19:00:00-05:00,545.5700073242188,547.4299926757812,539.8099975585938,544.1099853515625,440500
2024-02-20 19:00:00-05:00,542.8900146484375,549.510009765625,540.4600219726562,549.02001953125,381200
2024-02-21 19:00:00-05:00,552.52001953125,558.6599731445312,552.52001953125,555.3099975585938,610300
2024-02-22 19:00:00-05:00,559.1599731445312,559.969970703125,554.9400024414062,556.8699951171875,985100
2024-02-25 19:00:00-05:00,554.0800170898438,556.5700073242188,545.8300170898438,547.9099731445312,847200
2024-02-26 19:00:00-05:00,548.010009765625,548.5599975585938,542.52001953125,547.0999755859375,852200
2024-02-27 19:00:00-05:00,544.3900146484375,545.8400268554688,541.6699829101562,543.4500122070312,457300
2024-02-28 19:00:00-05:00,546.1500244140625,546.1500244140625,539.260009765625,544.72998046875,817900
2024-02-29 19:00:00-05:00,541.0700073242188,549.8200073242188,540.5999755859375,547.9600219726562,781700
2024-03-03 19:00:00-05:00,549.3499755859375,552.0599975585938,545.4500122070312,547.219970703125,521200
2024-03-04 19:00:00-05:00,544.239990234375,544.239990234375,534.72998046875,537.010009765625,431400
2024-03-05 19:00:00-05:00,537.5,546.2000122070312,535.5900268554688,540.2100219726562,441900
2024-03-06 19:00:00-05:00,545.1400146484375,549.1400146484375,543.2899780273438,546.3200073242188,301800
2024-03-07 19:00:00-05:00,546.1699829101562,548.5499877929688,544.3499755859375,545.9500122070312,310400
2024-03-10 20:00:00-04:00,545.2100219726562,554.260009765625,542.9000244140625,553.8800048828125,521400
2024-03-11 20:00:00-04:00,554.5999755859375,558.260009765625,553.6199951171875,555.2000122070312,465100
2024-03-12 20:00:00-04:00,557.77001953125,557.77001953125,547.6599731445312,549.52001953125,439500
2024-03-13 20:00:00-04:00,549.6300048828125,551.8400268554688,543.8699951171875,547.0800170898438,375900
2024-03-14 20:00:00-04:00,544.4199829101562,551.7899780273438,542.2899780273438,547.3499755859375,877100
2024-03-17 20:00:00-04:00,548.5999755859375,551.1699829101562,545.4299926757812,546.1599731445312,373200
