Price,Open,High,Low,Close,Volume
Ticker,AHT,AHT,AHT,AHT,AHT
Date,,,,,
2024-01-01 19:00:00-05:00,19.5,19.5,18.299999237060547,18.600000381469727,83930
2024-01-02 19:00:00-05:00,18.5,18.5,17.5,18.0,62260
2024-01-03 19:00:00-05:00,17.899999618530273,18.100000381469727,17.5,18.0,92080
2024-01-04 19:00:00-05:00,18.100000381469727,18.799999237060547,17.600000381469727,18.200000762939453,72890
2024-01-07 19:00:00-05:00,18.399999618530273,18.5,17.700000762939453,18.100000381469727,39810
2024-01-08 19:00:00-05:00,17.899999618530273,17.899999618530273,17.299999237060547,17.600000381469727,52880
2024-01-09 19:00:00-05:00,17.600000381469727,17.600000381469727,16.100000381469727,16.600000381469727,104070
2024-01-10 19:00:00-05:00,16.299999237060547,16.299999237060547,15.5,15.800000190734863,104790
2024-01-11 19:00:00-05:00,15.899999618530273,16.0,15.0,15.199999809265137,69360
2024-01-15 19:00:00-05:00,15.199999809265137,15.300000190734863,13.899999618530273,14.0,60370
2024-01-16 19:00:00-05:00,14.0,14.100000381469727,13.0,13.100000381469727,58820
2024-01-17 19:00:00-05:00,13.0,13.800000190734863,12.399999618530273,13.800000190734863,97340
2024-01-18 19:00:00-05:00,14.300000190734863,14.800000190734863,13.399999618530273,14.699999809265137,55450
2024-01-21 19:00:00-05:00,14.699999809265137,15.399999618530273,14.0,14.699999809265137,39930
2024-01-22 19:00:00-05:00,15.199999809265137,15.300000190734863,14.399999618530273,14.800000190734863,22480
2024-01-23 19:00:00-05:00,15.100000381469727,15.100000381469727,13.899999618530273,14.100000381469727,33130
2024-01-24 19:00:00-05:00,14.300000190734863,14.600000381469727,13.899999618530273,14.199999809265137,12940
2024-01-25 19:00:00-05:00,14.199999809265137,14.600000381469727,13.699999809265137,14.100000381469727,23310
2024-01-28 19:00:00-05:00,13.899999618530273,14.199999809265137,13.5,13.800000190734863,11950
2024-01-29 19:00:00-05:00,13.5,13.899999618530273,13.300000190734863,13.399999618530273,17190
2024-01-30 19:00:00-05:00,16.0,19.200000762939453,15.800000190734863,16.600000381469727,677470
2024-01-31 19:00:00-05:00,17.100000381469727,18.200000762939453,15.800000190734863,17.700000762939453,92020
2024-02-01 19:00:00-05:00,18.299999237060547,18.299999237060547,16.5,17.399999618530273,59130
2024-02-04 19:00:00-05:00,17.200000762939453,17.200000762939453,16.200000762939453,16.399999618530273,46400
2024-02-05 19:00:00-05:00,16.100000381469727,16.799999237060547,15.800000190734863,16.600000381469727,18950
2024-02-06 19:00:00-05:00,16.899999618530273,17.299999237060547,14.699999809265137,14.800000190734863,40090
2024-02-07 19:00:00-05:00,14.800000190734863,15.399999618530273,14.800000190734863,15.100000381469727,28100
2024-02-08 19:00:00-05:00,15.100000381469727,15.699999809265137,14.699999809265137,15.199999809265137,40280
2024-02-11 19:00:00-05:00,15.100000381469727,17.899999618530273,15.100000381469727,17.100000381469727,89550
2024-02-12 19:00:00-05:00,16.399999618530273,16.899999618530273,14.699999809265137,16.100000381469727,42740
2024-02-13 19:00:00-05:00,16.700000762939453,17.100000381469727,16.0,16.700000762939453,24700
2024-02-14 19:00:00-05:00,16.5,17.200000762939453,16.299999237060547,17.0,32430
2024-02-15 19:00:00-05:00,17.100000381469727,17.100000381469727,15.300000190734863,16.200000762939453,84820
2024-02-19 19:00:00-05:00,15.899999618530273,16.600000381469727,15.300000190734863,15.899999618530273,28010
2024-02-20 19:00:00-05:00,15.600000381469727,16.5,15.5,15.800000190734863,27990
2024-02-21 19:00:00-05:00,16.0,16.299999237060547,15.399999618530273,15.600000381469727,26680
2024-02-22 19:00:00-05:00,15.5,16.399999618530273,15.399999618530273,15.699999809265137,27890
2024-02-25 19:00:00-05:00,16.100000381469727,16.100000381469727,14.899999618530273,15.600000381469727,58390
2024-02-26 19:00:00-05:00,16.0,17.5,15.600000381469727,17.200000762939453,64510
2024-02-27 19:00:00-05:00,17.299999237060547,19.5,17.299999237060547,17.799999237060547,87400
2024-02-28 19:00:00-05:00,19.799999237060547,20.799999237060547,18.600000381469727,19.299999237060547,141310
2024-02-29 19:00:00-05:00,19.100000381469727,19.100000381469727,17.299999237060547,17.399999618530273,105710
2024-03-03 19:00:00-05:00,17.100000381469727,17.200000762939453,15.5,15.800000190734863,68200
2024-03-04 19:00:00-05:00,15.5,15.899999618530273,15.100000381469727,15.199999809265137,51500
2024-03-05 19:00:00-05:00,15.600000381469727,15.699999809265137,15.100000381469727,15.600000381469727,68900
2024-03-06 19:00:00-05:00,15.899999618530273,15.899999618530273,15.0,15.199999809265137,51300
2024-03-07 19:00:00-05:00,15.100000381469727,15.399999618530273,14.800000190734863,15.100000381469727,49260
2024-03-10 20:00:00-04:00,14.800000190734863,15.0,14.5,14.699999809265137,31220
2024-03-11 20:00:00-04:00,14.5,14.699999809265137,14.0,14.100000381469727,57860
2024-03-12 20:00:00-04:00,14.0,14.199999809265137,13.5,13.600000381469727,44060
2024-03-13 20:00:00-04:00,13.5,13.800000190734863,13.399999618530273,13.600000381469727,33760
2024-03-14 20:00:00-04:00,13.5,14.300000190734863,13.100000381469727,13.800000190734863,502220
2024-03-17 20:00:00-04:00,13.800000190734863,14.199999809265137,13.199999809265137,13.600000381469727,42800
2024-03-18 20:00:00-04:00,13.5,13.600000381469727,13.0,13.300000190734863,38360
2024-03-19 20:00:00-04:00,13.0,13.5,13.0,13.199999809265137,34370
2024-03-20 20:00:00-04:00,13.600000381469727,13.600000381469727,13.0,13.100000381469727,34540
2024-03-21 20:00:00-04:00,13.0,13.399999618530273,12.800000190734863,13.100000381469727,42000
2024-03-24 20:00:00-04:00,13.300000190734863,13.600000381469727,12.899999618530273,13.100000381469727,26300
2024-03-25 20:00:00-04:00,13.300000190734863,13.300000190734863,12.800000190734863,12.800000190734863,37280
2024-03-26 20:00:00-04:00,12.899999618530273,13.199999809265137,12.800000190734863,13.199999809265137,26380
2024-03-27 20:00:00-04:00,13.199999809265137,13.800000190734863,13.0,13.699999809265137,36860
2024-03-31 20:00:00-04:00,13.699999809265137,13.699999809265137,13.0,13.199999809265137,50390
2024-04-01 20:00:00-04:00,13.399999618530273,13.399999618530273,12.600000381469727,13.100000381469727,28540
2024-04-02 20:00:00-04:00,13.5,13.5,12.899999618530273,13.0,23510
2024-04-03 20:00:00-04:00,13.300000190734863,13.399999618530273,12.800000190734863,13.199999809265137,25930
2024-04-04 20:00:00-04:00,12.899999618530273,13.300000190734863,12.800000190734863,13.199999809265137,22180
2024-04-07 20:00:00-04:00,13.300000190734863,14.100000381469727,13.100000381469727,13.699999809265137,45450
2024-04-08 20:00:00-04:00,13.699999809265137,14.100000381469727,13.600000381469727,13.899999618530273,41010
2024-04-09 20:00:00-04:00,14.0,14.100000381469727,13.199999809265137,14.0,28220
2024-04-10 20:00:00-04:00,14.600000381469727,14.899999618530273,14.300000190734863,14.800000190734863,63650
2024-04-11 20:00:00-04:00,14.600000381469727,14.699999809265137,13.600000381469727,14.300000190734863,28260
2024-04-14 20:00:00-04:00,14.100000381469727,14.199999809265137,13.0,13.199999809265137,26760
2024-04-15 20:00:00-04:00,13.100000381469727,13.399999618530273,12.699999809265137,13.399999618530273,36780
2024-04-16 20:00:00-04:00,13.199999809265137,13.399999618530273,13.0,13.100000381469727,13790
2024-04-17 20:00:00-04:00,13.399999618530273,13.600000381469727,13.100000381469727,13.199999809265137,7550
2024-04-18 20:00:00-04:00,12.899999618530273,13.5,12.800000190734863,13.100000381469727,48520
2024-04-21 20:00:00-04:00,13.300000190734863,13.5,12.699999809265137,13.100000381469727,25870
2024-04-22 20:00:00-04:00,12.899999618530273,13.300000190734863,12.600000381469727,12.800000190734863,34470
2024-04-23 20:00:00-04:00,12.800000190734863,12.899999618530273,12.300000190734863,12.699999809265137,46450
2024-04-24 20:00:00-04:00,12.5,12.600000381469727,11.5,11.800000190734863,79200
2024-04-25 20:00:00-04:00,11.899999618530273,12.199999809265137,11.600000381469727,12.0,28240
2024-04-28 20:00:00-04:00,11.800000190734863,12.199999809265137,11.800000190734863,12.100000381469727,20760
2024-04-29 20:00:00-04:00,12.199999809265137,12.199999809265137,11.399999618530273,11.699999809265137,29820
2024-04-30 20:00:00-04:00,12.199999809265137,12.5,11.800000190734863,12.199999809265137,35690
2024-05-01 20:00:00-04:00,12.5,12.800000190734863,12.300000190734863,12.399999618530273,19330
2024-05-02 20:00:00-04:00,12.5,12.600000381469727,12.0,12.399999618530273,33090
2024-05-05 20:00:00-04:00,12.5,12.800000190734863,12.100000381469727,12.300000190734863,15920
2024-05-06 20:00:00-04:00,12.399999618530273,12.5,12.300000190734863,12.300000190734863,17920
2024-05-07 20:00:00-04:00,11.899999618530273,12.399999618530273,11.5,12.0,35930
2024-05-08 20:00:00-04:00,12.199999809265137,12.399999618530273,11.699999809265137,12.300000190734863,33390
2024-05-09 20:00:00-04:00,12.100000381469727,13.5,12.0,13.199999809265137,62680
2024-05-12 20:00:00-04:00,13.300000190734863,13.5,12.899999618530273,13.199999809265137,39510
2024-05-13 20:00:00-04:00,13.199999809265137,13.699999809265137,13.0,13.5,69530
2024-05-14 20:00:00-04:00,13.699999809265137,13.899999618530273,12.600000381469727,13.199999809265137,39340
