Price,Open,High,Low,Close,Volume
Ticker,AROW,AROW,AROW,AROW,AROW
Date,,,,,
2024-01-01 19:00:00-05:00,27.8799991607666,28.6200008392334,27.8799991607666,28.260000228881836,49000
2024-01-02 19:00:00-05:00,28.200000762939453,28.200000762939453,27.170000076293945,27.420000076293945,65000
2024-01-03 19:00:00-05:00,27.5,27.799999237060547,27.229999542236328,27.25,38900
2024-01-04 19:00:00-05:00,27.06999969482422,27.850000381469727,26.8799991607666,27.3799991607666,106600
2024-01-07 19:00:00-05:00,27.260000228881836,27.43000030517578,26.8799991607666,27.110000610351562,35700
2024-01-08 19:00:00-05:00,26.75,26.75,25.75,25.850000381469727,52500
2024-01-09 19:00:00-05:00,25.690000534057617,26.209999084472656,25.530000686645508,26.18000030517578,34900
2024-01-10 19:00:00-05:00,26.040000915527344,26.15999984741211,25.489999771118164,26.040000915527344,44100
2024-01-11 19:00:00-05:00,26.280000686645508,26.350000381469727,25.799999237060547,26.1200008392334,36500
2024-01-15 19:00:00-05:00,25.860000610351562,26.1299991607666,25.75,25.8700008392334,37400
2024-01-16 19:00:00-05:00,25.530000686645508,26.200000762939453,25.530000686645508,25.969999313354492,27200
2024-01-17 19:00:00-05:00,25.969999313354492,25.969999313354492,25.559999465942383,25.809999465942383,28800
2024-01-18 19:00:00-05:00,26.049999237060547,26.049999237060547,25.389999389648438,25.889999389648438,27100
2024-01-21 19:00:00-05:00,25.979999542236328,26.889999389648438,25.979999542236328,26.8799991607666,40200
2024-01-22 19:00:00-05:00,27.0,27.0,26.229999542236328,26.34000015258789,28600
2024-01-23 19:00:00-05:00,26.68000030517578,26.829999923706055,26.43000030517578,26.520000457763672,26600
2024-01-24 19:00:00-05:00,26.8700008392334,26.950000762939453,26.34000015258789,26.809999465942383,35500
2024-01-25 19:00:00-05:00,26.950000762939453,27.149999618530273,26.479999542236328,26.690000534057617,27200
2024-01-28 19:00:00-05:00,26.709999084472656,27.440000534057617,26.610000610351562,27.229999542236328,38200
2024-01-29 19:00:00-05:00,26.790000915527344,27.049999237060547,26.389999389648438,26.43000030517578,31300
2024-01-30 19:00:00-05:00,26.290000915527344,26.309999465942383,25.110000610351562,25.190000534057617,53500
2024-01-31 19:00:00-05:00,25.010000228881836,25.520000457763672,24.190000534057617,24.969999313354492,60700
2024-02-01 19:00:00-05:00,24.100000381469727,24.65999984741211,24.030000686645508,24.18000030517578,76100
2024-02-04 19:00:00-05:00,23.979999542236328,24.110000610351562,23.770000457763672,23.770000457763672,40700
2024-02-05 19:00:00-05:00,23.739999771118164,24.020000457763672,23.260000228881836,23.850000381469727,53100
2024-02-06 19:00:00-05:00,23.799999237060547,24.190000534057617,23.110000610351562,23.8700008392334,57000
2024-02-07 19:00:00-05:00,24.0,24.399999618530273,23.959999084472656,24.25,49600
2024-02-08 19:00:00-05:00,24.100000381469727,24.510000228881836,23.59000015258789,24.299999237060547,53500
2024-02-11 19:00:00-05:00,24.18000030517578,25.020000457763672,24.18000030517578,24.809999465942383,51700
2024-02-12 19:00:00-05:00,24.18000030517578,24.290000915527344,23.200000762939453,23.440000534057617,67100
2024-02-13 19:00:00-05:00,23.68000030517578,24.059999465942383,23.540000915527344,24.010000228881836,45500
2024-02-14 19:00:00-05:00,23.75,24.860000610351562,23.75,24.770000457763672,58700
2024-02-15 19:00:00-05:00,24.610000610351562,24.860000610351562,24.450000762939453,24.520000457763672,37500
2024-02-19 19:00:00-05:00,24.31999969482422,24.979999542236328,24.31999969482422,24.700000762939453,38100
2024-02-20 19:00:00-05:00,24.690000534057617,24.860000610351562,24.309999465942383,24.510000228881836,45000
