Price,Open,High,Low,Close,Volume
Ticker,ACHV,ACHV,ACHV,ACHV,ACHV
Date,,,,,
2024-01-01 19:00:00-05:00,4.199999809265137,4.260000228881836,3.990000009536743,4.170000076293945,64200
2024-01-02 19:00:00-05:00,4.099999904632568,4.179999828338623,3.859999895095825,4.170000076293945,40900
2024-01-03 19:00:00-05:00,4.150000095367432,4.170000076293945,4.039999961853027,4.070000171661377,18900
2024-01-04 19:00:00-05:00,4.090000152587891,4.110000133514404,3.75,3.880000114440918,60900
2024-01-07 19:00:00-05:00,3.950000047683716,4.190000057220459,3.9200000762939453,4.190000057220459,12400
2024-01-08 19:00:00-05:00,4.130000114440918,4.28000020980835,4.070000171661377,4.25,19800
2024-01-09 19:00:00-05:00,4.260000228881836,4.340000152587891,4.119999885559082,4.210000038146973,15700
2024-01-10 19:00:00-05:00,4.210000038146973,4.210000038146973,4.090000152587891,4.159999847412109,13300
2024-01-11 19:00:00-05:00,4.21999979019165,4.300000190734863,4.190000057220459,4.289999961853027,24000
2024-01-15 19:00:00-05:00,4.320000171661377,4.389999866485596,4.099999904632568,4.25,34600
2024-01-16 19:00:00-05:00,4.25,4.340000152587891,4.190000057220459,4.320000171661377,31200
2024-01-17 19:00:00-05:00,4.340000152587891,4.369999885559082,4.21999979019165,4.300000190734863,21600
2024-01-18 19:00:00-05:00,4.260000228881836,4.579999923706055,4.260000228881836,4.519999980926514,44100
2024-01-21 19:00:00-05:00,4.519999980926514,4.599999904632568,4.340000152587891,4.550000190734863,336100
2024-01-22 19:00:00-05:00,4.539999961853027,4.800000190734863,4.440000057220459,4.630000114440918,35500
2024-01-23 19:00:00-05:00,4.789999961853027,4.789999961853027,4.5,4.550000190734863,33500
2024-01-24 19:00:00-05:00,4.739999771118164,5.190000057220459,4.409999847412109,5.139999866485596,184900
2024-01-25 19:00:00-05:00,5.210000038146973,5.300000190734863,4.900000095367432,5.0,73200
2024-01-28 19:00:00-05:00,5.010000228881836,5.110000133514404,4.900000095367432,5.079999923706055,51900
2024-01-29 19:00:00-05:00,5.0,5.409999847412109,4.880000114440918,4.96999979019165,41700
2024-01-30 19:00:00-05:00,4.989999771118164,5.059999942779541,4.889999866485596,4.929999828338623,19500
2024-01-31 19:00:00-05:00,4.900000095367432,5.070000171661377,4.75,5.0,60300
2024-02-01 19:00:00-05:00,4.909999847412109,5.0,4.760000228881836,4.849999904632568,34100
2024-02-04 19:00:00-05:00,4.800000190734863,4.800000190734863,4.349999904632568,4.349999904632568,51200
2024-02-05 19:00:00-05:00,4.769999980926514,4.769999980926514,4.400000095367432,4.5,51600
